nm,発光,nm,励起光,,,,,,,
375.709728,60.1829793,526,0.808758614,,,,375.709728,60.1829793,526,0.808758614
375.709728,59.84871542,527,0.804170486,,,,375.709728,59.84871542,527,0.804170486
375.709728,59.51445153,528,0.807049459,,,,375.709728,59.51445153,528,0.807049459
375.709728,57.84313211,529,0.809678939,,,,375.709728,57.84313211,529,0.809678939
375.709728,57.50886823,530,0.804429628,,,,375.709728,57.50886823,530,0.804429628
375.709728,57.17460434,531,0.8061769,,,,375.709728,57.17460434,531,0.8061769
375.709728,56.84034046,532,0.807817349,,,,375.709728,56.84034046,532,0.807817349
375.709728,55.50328492,533,0.802086274,,,,375.709728,55.50328492,533,0.802086274
375.709728,55.16902103,534,0.803575258,,,,375.709728,55.16902103,534,0.803575258
375.709728,54.83475715,535,0.804885889,,,,375.709728,54.83475715,535,0.804885889
375.709728,54.54227625,536,0.799687653,,,,375.709728,54.54227625,536,0.799687653
375.2966657,54.16622938,537,0.800726112,,,,375.2966657,54.16622938,537,0.800726112
375.2966657,53.83196549,538,0.801446794,,,,375.2966657,53.83196549,538,0.801446794
375.2966657,53.49770161,539,0.795216833,,,,375.2966657,53.49770161,539,0.795216833
375.2966657,53.24700369,540,0.79588177,,,,375.2966657,53.24700369,540,0.79588177
376.5358528,61.85429873,541,0.781236427,,,,376.5358528,61.85429873,541,0.781236427
376.5358528,61.52003484,542,0.795386341,,,,376.5358528,61.52003484,542,0.795386341
376.5358528,61.18577096,543,0.790521364,,,,376.5358528,61.18577096,543,0.790521364
376.5358528,60.85150707,544,0.790651485,,,,376.5358528,60.85150707,544,0.790651485
376.5358528,59.18018765,545,0.791373821,,,,376.5358528,59.18018765,545,0.791373821
376.5358528,58.84592376,546,0.784894493,,,,376.5358528,58.84592376,546,0.784894493
376.5358528,58.51165988,547,0.784731462,,,,376.5358528,58.51165988,547,0.784731462
376.5358528,58.177396,548,0.784423633,,,,376.5358528,58.177396,548,0.784423633
376.5358528,56.50607657,549,0.77896037,,,,376.5358528,56.50607657,549,0.77896037
376.5358528,56.17181269,550,0.778117872,,,,376.5358528,56.17181269,550,0.778117872
376.5358528,55.87933179,551,0.777780802,,,,376.5358528,55.87933179,551,0.777780802
377.3619775,63.19135427,552,0.767503452,,,,377.3619775,63.19135427,552,0.767503452
377.3619775,62.85709038,553,0.767059427,,,,377.3619775,62.85709038,553,0.767059427
377.3619775,62.5228265,554,0.766327101,,,,377.3619775,62.5228265,554,0.766327101
377.3619775,62.18856261,555,0.76535698,,,,377.3619775,62.18856261,555,0.76535698
377.3619775,60.51724319,556,0.759863189,,,,377.3619775,60.51724319,556,0.759863189
377.3619775,60.1829793,557,0.758910675,,,,377.3619775,60.1829793,557,0.758910675
377.3619775,59.84871542,558,0.757837876,,,,377.3619775,59.84871542,558,0.757837876
377.3619775,59.51445153,559,0.749099731,,,,377.3619775,59.51445153,559,0.749099731
377.3619775,57.84313211,560,0.748147967,,,,377.3619775,57.84313211,560,0.748147967
377.3619775,57.50886823,561,0.747004953,,,,377.3619775,57.50886823,561,0.747004953
377.3619775,57.21638733,562,0.742466729,,,,377.3619775,57.21638733,562,0.742466729
376.9489151,56.84034046,563,0.741486192,,,,376.9489151,56.84034046,563,0.741486192
378.1881022,64.19414592,564,0.740892727,,,,378.1881022,64.19414592,564,0.740892727
378.1881022,63.85988204,565,0.732520597,,,,378.1881022,63.85988204,565,0.732520597
378.1881022,63.52561815,566,0.731512133,,,,378.1881022,63.52561815,566,0.731512133
378.1881022,61.85429873,567,0.730359748,,,,378.1881022,61.85429873,567,0.730359748
378.1881022,61.52003484,568,0.728567527,,,,378.1881022,61.52003484,568,0.728567527
378.1881022,61.18577096,569,0.723669778,,,,378.1881022,61.18577096,569,0.723669778
378.1881022,60.85150707,570,0.722652608,,,,378.1881022,60.85150707,570,0.722652608
378.1881022,59.18018765,571,0.721704354,,,,378.1881022,59.18018765,571,0.721704354
378.1881022,58.84592376,572,0.71498917,,,,378.1881022,58.84592376,572,0.71498917
378.1881022,58.55344287,573,0.713555407,,,,378.1881022,58.55344287,573,0.713555407
377.7750399,58.177396,574,0.712155189,,,,377.7750399,58.177396,574,0.712155189
379.014227,65.19693758,575,0.707617387,,,,379.014227,65.19693758,575,0.707617387
379.014227,64.86267369,576,0.70600895,,,,379.014227,64.86267369,576,0.70600895
379.014227,64.52840981,577,0.704304367,,,,379.014227,64.52840981,577,0.704304367
379.014227,63.19135427,578,0.703046462,,,,379.014227,63.19135427,578,0.703046462
379.014227,62.85709038,579,0.701548192,,,,379.014227,62.85709038,579,0.701548192
379.014227,62.5228265,580,0.700081303,,,,379.014227,62.5228265,580,0.700081303
379.014227,62.18856261,581,0.698059907,,,,379.014227,62.18856261,581,0.698059907
379.014227,60.51724319,582,0.69650455,,,,379.014227,60.51724319,582,0.69650455
379.014227,60.1829793,583,0.694847039,,,,379.014227,60.1829793,583,0.694847039
378.6011646,59.84871542,584,0.69271748,,,,378.6011646,59.84871542,584,0.69271748
378.6011646,59.51445153,585,0.676440194,,,,378.6011646,59.51445153,585,0.676440194
379.8403517,66.19972923,586,0.674802153,,,,379.8403517,66.19972923,586,0.674802153
379.8403517,65.86546535,587,0.67330557,,,,379.8403517,65.86546535,587,0.67330557
379.8403517,65.53120146,588,0.667102854,,,,379.8403517,65.53120146,588,0.667102854
379.8403517,64.19414592,589,0.6649676,,,,379.8403517,64.19414592,589,0.6649676
379.8403517,63.85988204,590,0.663598947,,,,379.8403517,63.85988204,590,0.663598947
379.8403517,63.52561815,591,0.657850608,,,,379.8403517,63.52561815,591,0.657850608
379.8403517,61.85429873,592,0.656312549,,,,379.8403517,61.85429873,592,0.656312549
379.8403517,61.52003484,593,0.654234283,,,,379.8403517,61.52003484,593,0.654234283
379.8403517,61.22755394,594,0.64891904,,,,379.8403517,61.22755394,594,0.64891904
379.4272894,60.85150707,595,0.647076255,,,,379.4272894,60.85150707,595,0.647076255
380.8041639,67.20252088,596,0.645321589,,,,380.8041639,67.20252088,596,0.645321589
380.6664765,66.78469103,597,0.643860755,,,,380.6664765,66.78469103,597,0.643860755
380.6664765,66.45042714,598,0.63844092,,,,380.6664765,66.45042714,598,0.63844092
380.8041639,65.19693758,599,0.636766903,,,,380.8041639,65.19693758,599,0.636766903
380.6664765,64.77910772,600,0.635401769,,,,380.6664765,64.77910772,600,0.635401769
380.6664765,64.44484384,601,0.629668946,,,,380.6664765,64.44484384,601,0.629668946
380.8041639,63.19135427,602,0.629668946,,,,380.8041639,63.19135427,602,0.629668946
380.6664765,62.8153074,603,0.629668946,,,,380.6664765,62.8153074,603,0.629668946
380.2534141,62.5228265,604,0.626077145,,,,380.2534141,62.5228265,604,0.626077145
380.2534141,62.18856261,605,0.626077145,,,,380.2534141,62.18856261,605,0.626077145
381.4926012,68.37244448,606,0.626077145,,,,381.4926012,68.37244448,606,0.626077145
381.4926012,68.0381806,607,0.622256482,,,,381.4926012,68.0381806,607,0.622256482
381.4926012,67.70391671,608,0.622256482,,,,381.4926012,67.70391671,608,0.622256482
381.4926012,66.03259729,609,0.622256482,,,,381.4926012,66.03259729,609,0.622256482
381.4926012,65.6983334,610,0.618361178,,,,381.4926012,65.6983334,610,0.618361178
381.4926012,64.02701398,611,0.618361178,,,,381.4926012,64.02701398,611,0.618361178
381.4926012,63.73453308,612,0.618361178,,,,381.4926012,63.73453308,612,0.618361178
382.3187259,69.37523614,613,0.618361178,,,,382.3187259,69.37523614,613,0.618361178
382.3187259,69.04097225,614,0.614633829,,,,382.3187259,69.04097225,614,0.614633829
382.3187259,68.70670837,615,0.614633829,,,,382.3187259,68.70670837,615,0.614633829
382.3187259,67.36965283,616,0.614633829,,,,382.3187259,67.36965283,616,0.614633829
382.3187259,67.03538894,617,0.610951146,,,,382.3187259,67.03538894,617,0.610951146
382.3187259,66.70112506,618,0.610951146,,,,382.3187259,66.70112506,618,0.610951146
382.3187259,66.36686117,619,0.610951146,,,,382.3187259,66.36686117,619,0.610951146
382.3187259,65.36406952,620,0.607079057,,,,382.3187259,65.36406952,620,0.607079057
382.3187259,65.02980563,621,0.607079057,,,,382.3187259,65.02980563,621,0.607079057
382.3187259,64.73732473,622,0.607079057,,,,382.3187259,64.73732473,622,0.607079057
381.9056636,64.36127786,623,0.603601323,,,,381.9056636,64.36127786,623,0.603601323
383.1448507,70.37802779,624,0.603601323,,,,383.1448507,70.37802779,624,0.603601323
383.1448507,70.04376391,625,0.603601323,,,,383.1448507,70.04376391,625,0.603601323
383.1448507,69.70950002,626,0.603601323,,,,383.1448507,69.70950002,626,0.603601323
383.1448507,68.37244448,627,0.599935391,,,,383.1448507,68.37244448,627,0.599935391
383.1448507,68.0381806,628,0.599935391,,,,383.1448507,68.0381806,628,0.599935391
383.1448507,67.70391671,629,0.599935391,,,,383.1448507,67.70391671,629,0.599935391
383.1448507,66.03259729,630,0.596313721,,,,383.1448507,66.03259729,630,0.596313721
382.7317883,65.6983334,631,0.596313721,,,,382.7317883,65.6983334,631,0.596313721
383.9709754,71.38081945,632,0.596313721,,,,383.9709754,71.38081945,632,0.596313721
383.9709754,71.04655556,633,0.592846683,,,,383.9709754,71.04655556,633,0.592846683
383.9709754,70.71229168,634,0.592846683,,,,383.9709754,70.71229168,634,0.592846683
383.9709754,69.37523614,635,0.592846683,,,,383.9709754,69.37523614,635,0.592846683
383.9709754,69.04097225,636,0.58930984,,,,383.9709754,69.04097225,636,0.58930984
383.9709754,68.70670837,637,0.58930984,,,,383.9709754,68.70670837,637,0.58930984
383.9709754,67.36965283,,,,,,383.9709754,67.36965283,,
383.9709754,67.03538894,,,,,,383.9709754,67.03538894,,
383.557913,66.70112506,,,,,,383.557913,66.70112506,,
383.557913,66.36686117,,,,,,383.557913,66.36686117,,
384.9347876,72.3836111,,,,,,384.9347876,72.3836111,,
384.7971001,71.96578124,,,,,,384.7971001,71.96578124,,
384.7971001,71.63151736,,,,,,384.7971001,71.63151736,,
384.9347876,70.37802779,,,,,,384.9347876,70.37802779,,
384.7971001,69.96019793,,,,,,384.7971001,69.96019793,,
384.7971001,69.62593405,,,,,,384.7971001,69.62593405,,
384.9347876,68.37244448,,,,,,384.9347876,68.37244448,,
384.7971001,67.99639761,,,,,,384.7971001,67.99639761,,
384.3840378,67.70391671,,,,,,384.3840378,67.70391671,,
385.7609123,72.88500693,,,,,,385.7609123,72.88500693,,
385.7609123,71.2136875,,,,,,385.7609123,71.2136875,,
385.6232249,70.79585765,,,,,,385.6232249,70.79585765,,
385.7609123,69.20810419,,,,,,385.7609123,69.20810419,,
385.6232249,68.83205732,,,,,,385.6232249,68.83205732,,
386.4493496,73.72066664,,,,,,386.4493496,73.72066664,,
386.4493496,73.38640275,,,,,,386.4493496,73.38640275,,
386.4493496,72.3836111,,,,,,386.4493496,72.3836111,,
386.4493496,72.04934721,,,,,,386.4493496,72.04934721,,
386.4493496,71.71508333,,,,,,386.4493496,71.71508333,,
386.4493496,70.37802779,,,,,,386.4493496,70.37802779,,
386.4493496,70.04376391,,,,,,386.4493496,70.04376391,,
386.4493496,69.75128301,,,,,,386.4493496,69.75128301,,
387.2754743,74.72345829,,,,,,387.2754743,74.72345829,,
387.2754743,74.38919441,,,,,,387.2754743,74.38919441,,
387.2754743,74.05493052,,,,,,387.2754743,74.05493052,,
387.2754743,73.05213887,,,,,,387.2754743,73.05213887,,
387.2754743,72.71787498,,,,,,387.2754743,72.71787498,,
387.2754743,71.38081945,,,,,,387.2754743,71.38081945,,
387.2754743,71.04655556,,,,,,387.2754743,71.04655556,,
387.2754743,70.71229168,,,,,,387.2754743,70.71229168,,
388.1015991,75.39198606,,,,,,388.1015991,75.39198606,,
388.1015991,75.05772218,,,,,,388.1015991,75.05772218,,
388.1015991,73.72066664,,,,,,388.1015991,73.72066664,,
388.1015991,73.38640275,,,,,,388.1015991,73.38640275,,
388.1015991,72.3836111,,,,,,388.1015991,72.3836111,,
388.1015991,72.04934721,,,,,,388.1015991,72.04934721,,
388.1015991,71.71508333,,,,,,388.1015991,71.71508333,,
387.6885367,70.37802779,,,,,,387.6885367,70.37802779,,
387.6885367,70.12732988,,,,,,387.6885367,70.12732988,,
388.9277238,76.06051383,,,,,,388.9277238,76.06051383,,
388.9277238,75.72624995,,,,,,388.9277238,75.72624995,,
388.9277238,74.72345829,,,,,,388.9277238,74.72345829,,
388.9277238,74.38919441,,,,,,388.9277238,74.38919441,,
388.9277238,74.05493052,,,,,,388.9277238,74.05493052,,
388.9277238,73.05213887,,,,,,388.9277238,73.05213887,,
388.9277238,72.71787498,,,,,,388.9277238,72.71787498,,
388.5146614,71.38081945,,,,,,388.5146614,71.38081945,,
388.5146614,71.13012153,,,,,,388.5146614,71.13012153,,
389.891536,76.7290416,,,,,,389.891536,76.7290416,,
389.7538485,76.31121175,,,,,,389.7538485,76.31121175,,
389.891536,75.39198606,,,,,,389.891536,75.39198606,,
389.7538485,74.97415621,,,,,,389.7538485,74.97415621,,
389.891536,73.72066664,,,,,,389.891536,73.72066664,,
389.7538485,73.30283678,,,,,,389.7538485,73.30283678,,
389.3407862,72.3836111,,,,,,389.3407862,72.3836111,,
389.3407862,72.13291319,,,,,,389.3407862,72.13291319,,
390.5799733,77.23043743,,,,,,390.5799733,77.23043743,,
390.5799733,75.89338189,,,,,,390.5799733,75.89338189,,
390.5799733,74.55632635,,,,,,390.5799733,74.55632635,,
390.5799733,74.26384545,,,,,,390.5799733,74.26384545,,
391.406098,77.8989652,,,,,,391.406098,77.8989652,,
391.406098,77.56470131,,,,,,391.406098,77.56470131,,
391.406098,76.89617354,,,,,,391.406098,76.89617354,,
391.406098,76.56190966,,,,,,391.406098,76.56190966,,
391.406098,76.22764577,,,,,,391.406098,76.22764577,,
391.406098,75.55911801,,,,,,391.406098,75.55911801,,
391.406098,75.22485412,,,,,,391.406098,75.22485412,,
390.9930357,74.89059024,,,,,,390.9930357,74.89059024,,
392.2322228,78.56749297,,,,,,392.2322228,78.56749297,,
392.2322228,78.23322908,,,,,,392.2322228,78.23322908,,
392.2322228,77.23043743,,,,,,392.2322228,77.23043743,,
392.2322228,75.89338189,,,,,,392.2322228,75.89338189,,
393.0583475,79.23602074,,,,,,393.0583475,79.23602074,,
393.0583475,78.90175685,,,,,,393.0583475,78.90175685,,
393.0583475,77.8989652,,,,,,393.0583475,77.8989652,,
393.0583475,77.56470131,,,,,,393.0583475,77.56470131,,
393.0583475,76.89617354,,,,,,393.0583475,76.89617354,,
393.0583475,76.56190966,,,,,,393.0583475,76.56190966,,
393.0583475,76.26942876,,,,,,393.0583475,76.26942876,,
392.6452851,75.64268398,,,,,,392.6452851,75.64268398,,
393.8844722,79.90454851,,,,,,393.8844722,79.90454851,,
393.8844722,79.57028462,,,,,,393.8844722,79.57028462,,
393.8844722,78.56749297,,,,,,393.8844722,78.56749297,,
393.8844722,78.23322908,,,,,,393.8844722,78.23322908,,
393.8844722,77.23043743,,,,,,393.8844722,77.23043743,,
394.710597,80.57307628,,,,,,394.710597,80.57307628,,
394.710597,80.23881239,,,,,,394.710597,80.23881239,,
394.710597,79.23602074,,,,,,394.710597,79.23602074,,
394.710597,78.90175685,,,,,,394.710597,78.90175685,,
394.710597,77.8989652,,,,,,394.710597,77.8989652,,
394.710597,77.6064843,,,,,,394.710597,77.6064843,,
395.6744092,81.24160405,,,,,,395.6744092,81.24160405,,
395.5367217,80.82377419,,,,,,395.5367217,80.82377419,,
395.6744092,79.90454851,,,,,,395.6744092,79.90454851,,
395.5367217,79.48671865,,,,,,395.5367217,79.48671865,,
395.6744092,78.56749297,,,,,,395.6744092,78.56749297,,
395.1236593,78.23322908,,,,,,395.1236593,78.23322908,,
396.3628464,81.74299987,,,,,,396.3628464,81.74299987,,
396.3628464,80.40594433,,,,,,396.3628464,80.40594433,,
396.3628464,79.0688888,,,,,,396.3628464,79.0688888,,
397.3266586,82.41152764,,,,,,397.3266586,82.41152764,,
397.1889712,81.99369779,,,,,,397.1889712,81.99369779,,
397.3266586,81.40873599,,,,,,397.3266586,81.40873599,,
397.1889712,80.99090613,,,,,,397.1889712,80.99090613,,
397.1889712,80.65664225,,,,,,397.1889712,80.65664225,,
397.3266586,80.07168045,,,,,,397.3266586,80.07168045,,
397.1889712,79.69563358,,,,,,397.1889712,79.69563358,,
396.7759088,79.40315268,,,,,,396.7759088,79.40315268,,
398.0150959,82.91292347,,,,,,398.0150959,82.91292347,,
398.9789081,83.24718736,,,,,,398.9789081,83.24718736,,
398.9789081,82.57865959,,,,,,398.9789081,82.57865959,,
398.8412206,82.16082973,,,,,,398.8412206,82.16082973,,
398.8412206,81.82656585,,,,,,398.8412206,81.82656585,,
398.8412206,81.49230196,,,,,,398.8412206,81.49230196,,
398.8412206,81.15803808,,,,,,398.8412206,81.15803808,,
398.8412206,80.82377419,,,,,,398.8412206,80.82377419,,
398.4281583,80.57307628,,,,,,398.4281583,80.57307628,,
398.4281583,80.23881239,,,,,,398.4281583,80.23881239,,
398.4281583,79.98811448,,,,,,398.4281583,79.98811448,,
399.6673454,83.74858318,,,,,,399.6673454,83.74858318,,
400.4934701,84.08284707,,,,,,400.4934701,84.08284707,,
400.4934701,83.4143193,,,,,,400.4934701,83.4143193,,
400.4934701,83.08005541,,,,,,400.4934701,83.08005541,,
400.4934701,82.74579153,,,,,,400.4934701,82.74579153,,
400.4934701,82.41152764,,,,,,400.4934701,82.41152764,,
400.4934701,82.11904674,,,,,,400.4934701,82.11904674,,
400.0804077,81.74299987,,,,,,400.0804077,81.74299987,,
400.0804077,81.49230196,,,,,,400.0804077,81.49230196,,
401.3195948,84.41711095,,,,,,401.3195948,84.41711095,,
401.3195948,83.74858318,,,,,,401.3195948,83.74858318,,
402.283407,84.75137484,,,,,,402.283407,84.75137484,,
402.283407,84.08284707,,,,,,402.283407,84.08284707,,
402.283407,83.4143193,,,,,,402.283407,83.4143193,,
402.1457196,82.99648944,,,,,,402.1457196,82.99648944,,
401.7326572,82.74579153,,,,,,401.7326572,82.74579153,,
401.7326572,82.49509361,,,,,,401.7326572,82.49509361,,
403.1095318,85.25277066,,,,,,403.1095318,85.25277066,,
403.7979691,85.75416649,,,,,,403.7979691,85.75416649,,
403.7979691,84.75137484,,,,,,403.7979691,84.75137484,,
403.7979691,84.41711095,,,,,,403.7979691,84.41711095,,
403.7979691,84.08284707,,,,,,403.7979691,84.08284707,,
403.7979691,83.74858318,,,,,,403.7979691,83.74858318,,
403.3849067,83.4143193,,,,,,403.3849067,83.4143193,,
403.3849067,83.16362138,,,,,,403.3849067,83.16362138,,
404.7617812,86.08843038,,,,,,404.7617812,86.08843038,,
404.7617812,85.41990261,,,,,,404.7617812,85.41990261,,
404.6240938,85.00207275,,,,,,404.6240938,85.00207275,,
405.587906,86.5898262,,,,,,405.587906,86.5898262,,
405.587906,84.61209822,,,,,,405.587906,84.61209822,,
405.0371562,84.24997901,,,,,,405.0371562,84.24997901,,
406.2763433,87.09122203,,,,,,406.2763433,87.09122203,,
406.2763433,86.08843038,,,,,,406.2763433,86.08843038,,
406.2763433,85.75416649,,,,,,406.2763433,85.75416649,,
406.2763433,85.41990261,,,,,,406.2763433,85.41990261,,
406.2763433,85.08563872,,,,,,406.2763433,85.08563872,,
407.102468,87.42548592,,,,,,407.102468,87.42548592,,
407.102468,86.75695815,,,,,,407.102468,86.75695815,,
407.102468,86.42269426,,,,,,407.102468,86.42269426,,
407.9285927,87.7597498,,,,,,407.9285927,87.7597498,,
407.9285927,87.09122203,,,,,,407.9285927,87.09122203,,
407.9285927,86.08843038,,,,,,407.9285927,86.08843038,,
407.5155304,85.75416649,,,,,,407.5155304,85.75416649,,
407.5155304,85.50346858,,,,,,407.5155304,85.50346858,,
408.8924049,88.09401369,,,,,,408.8924049,88.09401369,,
408.8924049,87.42548592,,,,,,408.8924049,87.42548592,,
408.8924049,86.75695815,,,,,,408.8924049,86.75695815,,
408.7547175,86.38091128,,,,,,408.7547175,86.38091128,,
410.5446544,88.59540951,,,,,,410.5446544,88.59540951,,
410.4069669,88.17757966,,,,,,410.4069669,88.17757966,,
410.4069669,87.84331577,,,,,,410.4069669,87.84331577,,
410.4069669,87.50905189,,,,,,410.4069669,87.50905189,,
410.4069669,87.21657099,,,,,,410.4069669,87.21657099,,
409.9939046,86.92409009,,,,,,409.9939046,86.92409009,,
412.1969039,88.9296734,,,,,,412.1969039,88.9296734,,
412.0592164,88.51184354,,,,,,412.0592164,88.51184354,,
412.0592164,88.17757966,,,,,,412.0592164,88.17757966,,
412.0592164,87.84331577,,,,,,412.0592164,87.84331577,,
411.646154,87.59261786,,,,,,411.646154,87.59261786,,
413.8491533,89.43106922,,,,,,413.8491533,89.43106922,,
413.7114659,89.01323937,,,,,,413.7114659,89.01323937,,
413.7114659,88.67897548,,,,,,413.7114659,88.67897548,,
413.7114659,88.3447116,,,,,,413.7114659,88.3447116,,
413.2984035,88.09401369,,,,,,413.2984035,88.09401369,,
415.3637154,89.76533311,,,,,,415.3637154,89.76533311,,
415.3637154,89.43106922,,,,,,415.3637154,89.43106922,,
415.3637154,89.09680534,,,,,,415.3637154,89.09680534,,
415.3637154,88.76254146,,,,,,415.3637154,88.76254146,,
414.950653,88.42827757,,,,,,414.950653,88.42827757,,
416.3275275,90.09959699,,,,,,416.3275275,90.09959699,,
417.1536523,89.59820117,,,,,,417.1536523,89.59820117,,
417.0159648,89.18037131,,,,,,417.0159648,89.18037131,,
416.6029025,88.9296734,,,,,,416.6029025,88.9296734,,
417.979777,90.43386088,,,,,,417.979777,90.43386088,,
417.8420896,90.01603102,,,,,,417.8420896,90.01603102,,
418.8059018,89.62605649,,,,,,418.8059018,89.62605649,,
418.2551519,89.26393728,,,,,,418.2551519,89.26393728,,
419.494339,90.76812476,,,,,,419.494339,90.76812476,,
419.494339,90.43386088,,,,,,419.494339,90.43386088,,
419.494339,90.09959699,,,,,,419.494339,90.09959699,,
419.9074014,89.76533311,,,,,,419.9074014,89.76533311,,
421.284276,90.93525671,,,,,,421.284276,90.93525671,,
421.1465885,90.51742685,,,,,,421.1465885,90.51742685,,
421.1465885,90.18316297,,,,,,421.1465885,90.18316297,,
420.7335261,90.01603102,,,,,,420.7335261,90.01603102,,
422.798838,91.26952059,,,,,,422.798838,91.26952059,,
422.798838,90.93525671,,,,,,422.798838,90.93525671,,
422.798838,90.60099282,,,,,,422.798838,90.60099282,,
422.798838,90.30851192,,,,,,422.798838,90.30851192,,
424.5887749,91.43665253,,,,,,424.5887749,91.43665253,,
424.4510874,91.01882268,,,,,,424.4510874,91.01882268,,
424.4510874,90.68455879,,,,,,424.4510874,90.68455879,,
424.0380251,90.43386088,,,,,,424.0380251,90.43386088,,
426.2410244,91.60378448,,,,,,426.2410244,91.60378448,,
426.1033369,91.18595462,,,,,,426.1033369,91.18595462,,
426.1033369,90.89347372,,,,,,426.1033369,90.89347372,,
425.6902746,90.68455879,,,,,,425.6902746,90.68455879,,
427.7555864,91.93804836,,,,,,427.7555864,91.93804836,,
427.7555864,91.60378448,,,,,,427.7555864,91.60378448,,
427.7555864,91.26952059,,,,,,427.7555864,91.26952059,,
427.7555864,90.97703969,,,,,,427.7555864,90.97703969,,
429.5455233,91.93804836,,,,,,429.5455233,91.93804836,,
429.4078359,91.5202185,,,,,,429.4078359,91.5202185,,
429.4078359,91.22773761,,,,,,429.4078359,91.22773761,,
431.0600853,92.1051803,,,,,,431.0600853,92.1051803,,
431.0600853,91.77091642,,,,,,431.0600853,91.77091642,,
431.0600853,91.43665253,,,,,,431.0600853,91.43665253,,
432.7123348,92.27231225,,,,,,432.7123348,92.27231225,,
432.7123348,91.93804836,,,,,,432.7123348,91.93804836,,
432.7123348,91.60378448,,,,,,432.7123348,91.60378448,,
434.3645843,92.27231225,,,,,,434.3645843,92.27231225,,
434.3645843,91.93804836,,,,,,434.3645843,91.93804836,,
434.3645843,91.64556746,,,,,,434.3645843,91.64556746,,
436.0168338,92.43944419,,,,,,436.0168338,92.43944419,,
436.0168338,92.1051803,,,,,,436.0168338,92.1051803,,
436.0168338,91.77091642,,,,,,436.0168338,91.77091642,,
437.8067707,92.43944419,,,,,,437.8067707,92.43944419,,
437.6690832,92.02161433,,,,,,437.6690832,92.02161433,,
437.2560209,91.85448239,,,,,,437.2560209,91.85448239,,
439.3213327,92.60657613,,,,,,439.3213327,92.60657613,,
439.3213327,92.27231225,,,,,,439.3213327,92.27231225,,
439.3213327,91.93804836,,,,,,439.3213327,91.93804836,,
440.9735822,92.60657613,,,,,,440.9735822,92.60657613,,
440.9735822,92.27231225,,,,,,440.9735822,92.27231225,,
440.9735822,91.97983135,,,,,,440.9735822,91.97983135,,
442.6258316,92.60657613,,,,,,442.6258316,92.60657613,,
442.6258316,92.27231225,,,,,,442.6258316,92.27231225,,
442.6258316,92.02161433,,,,,,442.6258316,92.02161433,,
444.2780811,92.60657613,,,,,,444.2780811,92.60657613,,
444.2780811,92.27231225,,,,,,444.2780811,92.27231225,,
444.2780811,92.02161433,,,,,,444.2780811,92.02161433,,
445.9303306,92.60657613,,,,,,445.9303306,92.60657613,,
445.9303306,92.27231225,,,,,,445.9303306,92.27231225,,
445.9303306,92.02161433,,,,,,445.9303306,92.02161433,,
447.5825801,92.60657613,,,,,,447.5825801,92.60657613,,
447.5825801,92.27231225,,,,,,447.5825801,92.27231225,,
447.5825801,92.02161433,,,,,,447.5825801,92.02161433,,
449.2348295,92.77370807,,,,,,449.2348295,92.77370807,,
449.2348295,92.43944419,,,,,,449.2348295,92.43944419,,
449.2348295,92.1051803,,,,,,449.2348295,92.1051803,,
450.887079,92.60657613,,,,,,450.887079,92.60657613,,
450.887079,92.27231225,,,,,,450.887079,92.27231225,,
450.887079,92.02161433,,,,,,450.887079,92.02161433,,
452.5393285,92.60657613,,,,,,452.5393285,92.60657613,,
452.5393285,92.27231225,,,,,,452.5393285,92.27231225,,
452.5393285,92.02161433,,,,,,452.5393285,92.02161433,,
454.1915779,92.60657613,,,,,,454.1915779,92.60657613,,
454.1915779,92.27231225,,,,,,454.1915779,92.27231225,,
454.1915779,91.93804836,,,,,,454.1915779,91.93804836,,
455.8438274,92.60657613,,,,,,455.8438274,92.60657613,,
455.8438274,92.27231225,,,,,,455.8438274,92.27231225,,
455.8438274,91.93804836,,,,,,455.8438274,91.93804836,,
457.4960769,92.60657613,,,,,,457.4960769,92.60657613,,
457.4960769,92.27231225,,,,,,457.4960769,92.27231225,,
457.4960769,91.93804836,,,,,,457.4960769,91.93804836,,
459.1483264,92.43944419,,,,,,459.1483264,92.43944419,,
459.1483264,92.1051803,,,,,,459.1483264,92.1051803,,
459.1483264,91.85448239,,,,,,459.1483264,91.85448239,,
460.8005758,92.43944419,,,,,,460.8005758,92.43944419,,
460.8005758,92.1051803,,,,,,460.8005758,92.1051803,,
460.8005758,91.77091642,,,,,,460.8005758,91.77091642,,
462.4528253,92.35587822,,,,,,462.4528253,92.35587822,,
462.4528253,92.02161433,,,,,,462.4528253,92.02161433,,
462.4528253,91.72913343,,,,,,462.4528253,91.72913343,,
464.1050748,92.27231225,,,,,,464.1050748,92.27231225,,
464.1050748,91.93804836,,,,,,464.1050748,91.93804836,,
464.1050748,91.64556746,,,,,,464.1050748,91.64556746,,
465.7573242,92.27231225,,,,,,465.7573242,92.27231225,,
465.7573242,91.93804836,,,,,,465.7573242,91.93804836,,
465.7573242,91.60378448,,,,,,465.7573242,91.60378448,,
467.4095737,92.1051803,,,,,,467.4095737,92.1051803,,
467.4095737,91.77091642,,,,,,467.4095737,91.77091642,,
467.4095737,91.5202185,,,,,,467.4095737,91.5202185,,
469.0618232,92.1051803,,,,,,469.0618232,92.1051803,,
469.0618232,91.77091642,,,,,,469.0618232,91.77091642,,
469.0618232,91.43665253,,,,,,469.0618232,91.43665253,,
