nm,発光,nm,励起光,,,,,,,
357.9480462,34.19396226,333,1.517063007,,,,357.9480462,34.19396226,333,1.517063007
359.3249208,35.94884766,334,1.505536055,,,,359.3249208,35.94884766,334,1.505536055
359.1872333,35.5310178,335,1.493555294,,,,359.1872333,35.5310178,335,1.493555294
359.1872333,35.19675391,336,1.462996947,,,,359.1872333,35.19675391,336,1.462996947
360.0133581,37.11877125,337,1.452305438,,,,360.0133581,37.11877125,337,1.452305438
360.0133581,36.78450737,338,1.441528073,,,,360.0133581,36.78450737,338,1.441528073
360.0133581,36.45024348,339,1.431398832,,,,360.0133581,36.45024348,339,1.431398832
360.0133581,34.77892406,340,1.401692933,,,,360.0133581,34.77892406,340,1.401692933
360.0133581,34.44466017,341,1.391388431,,,,360.0133581,34.44466017,341,1.391388431
360.0133581,34.19396226,342,1.381128763,,,,360.0133581,34.19396226,342,1.381128763
360.9771703,38.45582679,343,1.354088328,,,,360.9771703,38.45582679,343,1.354088328
360.8394828,38.03799694,344,1.344460197,,,,360.8394828,38.03799694,344,1.344460197
360.8394828,37.70373305,345,1.335463942,,,,360.8394828,37.70373305,345,1.335463942
360.8394828,37.36946917,346,1.310271932,,,,360.8394828,37.36946917,346,1.310271932
360.9771703,36.1159796,347,1.301968645,,,,360.9771703,36.1159796,347,1.301968645
360.8394828,35.69814974,348,1.293224168,,,,360.8394828,35.69814974,348,1.293224168
360.8394828,35.36388586,349,1.269761839,,,,360.8394828,35.36388586,349,1.269761839
360.8394828,35.02962197,350,1.260928993,,,,360.8394828,35.02962197,350,1.260928993
361.803295,39.62575039,351,1.251357743,,,,361.803295,39.62575039,351,1.251357743
361.6656075,39.20792053,352,1.235218148,,,,361.6656075,39.20792053,352,1.235218148
361.6656075,38.87365665,353,1.227200408,,,,361.6656075,38.87365665,353,1.227200408
361.803295,36.95163931,354,1.219026706,,,,361.803295,36.95163931,354,1.219026706
361.6656075,36.53380945,355,1.210661233,,,,361.6656075,36.53380945,355,1.210661233
361.803295,34.63964744,356,1.197488495,,,,361.803295,34.63964744,356,1.197488495
361.2525452,34.3610942,357,1.185620124,,,,361.2525452,34.3610942,357,1.185620124
362.6294197,40.79567399,358,1.175170245,,,,362.6294197,40.79567399,358,1.175170245
362.4917323,40.37784413,359,1.167515336,,,,362.4917323,40.37784413,359,1.167515336
362.4917323,40.04358024,360,1.157580307,,,,362.4917323,40.04358024,360,1.157580307
362.6294197,38.45582679,361,1.148305865,,,,362.6294197,38.45582679,361,1.148305865
362.4917323,38.03799694,362,1.129895817,,,,362.4917323,38.03799694,362,1.129895817
362.4917323,37.70373305,363,1.12073252,,,,362.4917323,37.70373305,363,1.12073252
362.4917323,37.36946917,364,1.112083908,,,,362.4917323,37.36946917,364,1.112083908
362.6294197,36.1159796,365,1.091315614,,,,362.6294197,36.1159796,365,1.091315614
362.4917323,35.69814974,366,1.083371226,,,,362.4917323,35.69814974,366,1.083371226
362.4917323,35.40566884,367,1.076140536,,,,362.4917323,35.40566884,367,1.076140536
362.0786699,35.11318794,368,1.070288832,,,,362.0786699,35.11318794,368,1.070288832
363.4555445,41.96559758,369,1.049198569,,,,363.4555445,41.96559758,369,1.049198569
363.317857,41.54776773,370,1.049198569,,,,363.317857,41.54776773,370,1.049198569
363.317857,41.21350384,371,1.046712894,,,,363.317857,41.21350384,371,1.046712894
363.4555445,39.62575039,372,1.025895279,,,,363.4555445,39.62575039,372,1.025895279
363.317857,39.20792053,373,1.025200336,,,,363.317857,39.20792053,373,1.025200336
363.317857,38.87365665,374,1.025499359,,,,363.317857,38.87365665,374,1.025499359
363.4555445,36.95163931,375,1.006288208,,,,363.4555445,36.95163931,375,1.006288208
362.9047946,36.61737543,376,1.007671031,,,,362.9047946,36.61737543,376,1.007671031
364.1439817,43.13552118,377,1.009583999,,,,364.1439817,43.13552118,377,1.009583999
364.1439817,42.80125729,378,0.98920226,,,,364.1439817,42.80125729,378,0.98920226
364.1439817,42.46699341,379,0.991706683,,,,364.1439817,42.46699341,379,0.991706683
364.1439817,40.79567399,380,0.995038183,,,,364.1439817,40.79567399,380,0.995038183
364.1439817,40.4614101,381,0.974839838,,,,364.1439817,40.4614101,381,0.974839838
364.1439817,40.12714622,382,0.977183165,,,,364.1439817,40.12714622,382,0.977183165
364.1439817,38.45582679,383,0.979165545,,,,364.1439817,38.45582679,383,0.979165545
364.1439817,38.12156291,384,0.980869784,,,,364.1439817,38.12156291,384,0.980869784
364.1439817,37.82908201,385,0.956741583,,,,364.1439817,37.82908201,385,0.956741583
363.7309194,37.45303514,386,0.957675301,,,,363.7309194,37.45303514,386,0.957675301
365.1077939,44.47257672,387,0.958902789,,,,365.1077939,44.47257672,387,0.958902789
364.9701065,44.05474686,388,0.932603611,,,,364.9701065,44.05474686,388,0.932603611
364.9701065,43.72048298,389,0.933383601,,,,364.9701065,43.72048298,389,0.933383601
364.9701065,43.38621909,390,0.9338654,,,,364.9701065,43.38621909,390,0.9338654
365.1077939,42.13272952,391,0.90940049,,,,365.1077939,42.13272952,391,0.90940049
364.9701065,41.71489967,392,0.909974841,,,,364.9701065,41.71489967,392,0.909974841
364.9701065,41.38063578,393,0.910077195,,,,364.9701065,41.38063578,393,0.910077195
364.9701065,41.0463719,394,0.884671621,,,,364.9701065,41.0463719,394,0.884671621
365.1077939,39.79288233,395,0.88439849,,,,365.1077939,39.79288233,395,0.88439849
364.9701065,39.37505247,396,0.883604449,,,,364.9701065,39.37505247,396,0.883604449
364.9701065,39.08257158,397,0.882790128,,,,364.9701065,39.08257158,397,0.882790128
364.5570441,38.79009068,398,0.862604427,,,,364.5570441,38.79009068,398,0.862604427
365.9339187,45.64250031,399,0.861930908,,,,365.9339187,45.64250031,399,0.861930908
365.7962312,45.22467046,400,0.861100626,,,,365.7962312,45.22467046,400,0.861100626
365.7962312,44.89040657,401,0.828965416,,,,365.7962312,44.89040657,401,0.828965416
365.9339187,42.96838924,402,0.828146918,,,,365.9339187,42.96838924,402,0.828146918
365.7962312,42.55055938,403,0.826597682,,,,365.7962312,42.55055938,403,0.826597682
365.9339187,40.62854204,404,0.807579575,,,,365.9339187,40.62854204,404,0.807579575
365.3831688,40.29427816,405,0.808270353,,,,365.3831688,40.29427816,405,0.808270353
366.6223559,46.81242391,406,0.807578405,,,,366.6223559,46.81242391,406,0.807578405
366.6223559,46.47816003,407,0.787919489,,,,366.6223559,46.47816003,407,0.787919489
366.6223559,46.14389614,408,0.786917556,,,,366.6223559,46.14389614,408,0.786917556
366.6223559,44.47257672,409,0.787014665,,,,366.6223559,44.47257672,409,0.787014665
366.6223559,44.13831283,410,0.771148381,,,,366.6223559,44.13831283,410,0.771148381
366.6223559,43.80404895,411,0.77049928,,,,366.6223559,43.80404895,411,0.77049928
366.6223559,43.46978506,412,0.76904637,,,,366.6223559,43.46978506,412,0.76904637
366.6223559,42.13272952,413,0.767931463,,,,366.6223559,42.13272952,413,0.767931463
366.6223559,41.79846564,414,0.754737507,,,,366.6223559,41.79846564,414,0.754737507
366.6223559,41.50598474,415,0.753817157,,,,366.6223559,41.50598474,415,0.753817157
366.2092936,41.12993787,416,0.752964123,,,,366.2092936,41.12993787,416,0.752964123
367.4484807,48.14947945,417,0.741066986,,,,367.4484807,48.14947945,417,0.741066986
367.4484807,47.81521557,418,0.740306973,,,,367.4484807,47.81521557,418,0.740306973
367.4484807,47.48095168,419,0.739147927,,,,367.4484807,47.48095168,419,0.739147927
367.4484807,47.1466878,420,0.728500299,,,,367.4484807,47.1466878,420,0.728500299
367.4484807,45.80963226,421,0.72801194,,,,367.4484807,45.80963226,421,0.72801194
367.4484807,45.47536837,422,0.727078691,,,,367.4484807,45.47536837,422,0.727078691
367.4484807,45.14110449,423,0.725082322,,,,367.4484807,45.14110449,423,0.725082322
367.4484807,44.8068406,424,0.714095777,,,,367.4484807,44.8068406,424,0.714095777
367.4484807,43.13552118,425,0.71325879,,,,367.4484807,43.13552118,425,0.71325879
367.4484807,42.80125729,426,0.712453017,,,,367.4484807,42.80125729,426,0.712453017
367.0354183,42.46699341,427,0.700947137,,,,367.0354183,42.46699341,427,0.700947137
368.2746054,49.48653499,428,0.700351689,,,,368.2746054,49.48653499,428,0.700351689
368.2746054,49.15227111,429,0.699441832,,,,368.2746054,49.15227111,429,0.699441832
368.2746054,48.81800722,430,0.688560311,,,,368.2746054,48.81800722,430,0.688560311
368.2746054,48.48374334,431,0.689479431,,,,368.2746054,48.48374334,431,0.689479431
368.2746054,46.81242391,432,0.688568559,,,,368.2746054,46.81242391,432,0.688568559
368.2746054,46.47816003,433,0.680149337,,,,368.2746054,46.47816003,433,0.680149337
368.2746054,46.14389614,434,0.67972558,,,,368.2746054,46.14389614,434,0.67972558
368.2746054,44.47257672,435,0.678936709,,,,368.2746054,44.47257672,435,0.678936709
368.2746054,44.13831283,436,0.6702187,,,,368.2746054,44.13831283,436,0.6702187
368.2746054,43.84583193,437,0.669701147,,,,368.2746054,43.84583193,437,0.669701147
367.8615431,43.46978506,438,0.669727352,,,,367.8615431,43.46978506,438,0.669727352
369.1007302,50.82359053,439,0.669282368,,,,369.1007302,50.82359053,439,0.669282368
369.1007302,50.48932664,440,0.663643735,,,,369.1007302,50.48932664,440,0.663643735
369.1007302,50.15506276,441,0.663229623,,,,369.1007302,50.15506276,441,0.663229623
369.1007302,49.82079887,442,0.662653967,,,,369.1007302,49.82079887,442,0.662653967
369.1007302,48.14947945,443,0.662179339,,,,369.1007302,48.14947945,443,0.662179339
369.1007302,47.81521557,444,0.661933272,,,,369.1007302,47.81521557,444,0.661933272
369.1007302,47.48095168,445,0.661578676,,,,369.1007302,47.48095168,445,0.661578676
369.1007302,47.1466878,446,0.660967011,,,,369.1007302,47.1466878,446,0.660967011
369.1007302,45.80963226,447,0.660959008,,,,369.1007302,45.80963226,447,0.660959008
369.1007302,45.47536837,448,0.660944004,,,,369.1007302,45.47536837,448,0.660944004
369.1007302,45.18288747,449,0.636230491,,,,369.1007302,45.18288747,449,0.636230491
368.6876678,44.8068406,450,0.636292614,,,,368.6876678,44.8068406,450,0.636292614
369.9268549,52.16064607,451,0.636400968,,,,369.9268549,52.16064607,451,0.636400968
369.9268549,51.82638218,452,0.628478596,,,,369.9268549,51.82638218,452,0.628478596
369.9268549,51.4921183,453,0.628928002,,,,369.9268549,51.4921183,453,0.628928002
369.9268549,51.15785441,454,0.629440182,,,,369.9268549,51.15785441,454,0.629440182
369.9268549,49.48653499,455,0.630349933,,,,369.9268549,49.48653499,455,0.630349933
369.9268549,49.15227111,456,0.623522647,,,,369.9268549,49.15227111,456,0.623522647
369.9268549,48.81800722,457,0.624548506,,,,369.9268549,48.81800722,457,0.624548506
369.9268549,48.48374334,458,0.62594044,,,,369.9268549,48.48374334,458,0.62594044
369.9268549,46.81242391,459,0.620656532,,,,369.9268549,46.81242391,459,0.620656532
369.9268549,46.47816003,460,0.62200868,,,,369.9268549,46.47816003,460,0.62200868
369.5137925,46.14389614,461,0.623081377,,,,369.5137925,46.14389614,461,0.623081377
370.8906671,53.49770161,462,0.617820032,,,,370.8906671,53.49770161,462,0.617820032
370.7529796,53.07987175,463,0.619248851,,,,370.7529796,53.07987175,463,0.619248851
370.7529796,52.74560787,464,0.620925921,,,,370.7529796,52.74560787,464,0.620925921
370.7529796,52.41134398,465,0.615333738,,,,370.7529796,52.41134398,465,0.615333738
370.8906671,50.82359053,466,0.617555312,,,,370.8906671,50.82359053,466,0.617555312
370.7529796,50.40576067,467,0.618990902,,,,370.7529796,50.40576067,467,0.618990902
370.7529796,50.07149679,468,0.62056787,,,,370.7529796,50.07149679,468,0.62056787
370.7529796,49.7372329,469,0.615899639,,,,370.7529796,49.7372329,469,0.615899639
370.8906671,48.14947945,470,0.618082794,,,,370.8906671,48.14947945,470,0.618082794
370.7529796,47.73164959,471,0.620301946,,,,370.7529796,47.73164959,471,0.620301946
370.3399173,47.48095168,472,0.615692133,,,,370.3399173,47.48095168,472,0.615692133
370.3399173,47.1466878,473,0.618168528,,,,370.3399173,47.1466878,473,0.618168528
371.5791044,53.99909744,474,0.620470423,,,,371.5791044,53.99909744,474,0.620470423
371.5791044,51.99351413,475,0.616013085,,,,371.5791044,51.99351413,475,0.616013085
371.5791044,51.65925024,476,0.618777645,,,,371.5791044,51.65925024,476,0.618777645
371.5791044,51.32498636,477,0.621722694,,,,371.5791044,51.32498636,477,0.621722694
371.5791044,49.31940305,478,0.619086496,,,,371.5791044,49.31940305,478,0.619086496
371.5791044,48.98513916,479,0.622389481,,,,371.5791044,48.98513916,479,0.622389481
371.166042,48.65087528,480,0.62528624,,,,371.166042,48.65087528,480,0.62528624
372.5429166,55.33615297,481,0.622582515,,,,372.5429166,55.33615297,481,0.622582515
372.4052291,54.91832312,482,0.626647689,,,,372.4052291,54.91832312,482,0.626647689
372.4052291,54.58405923,483,0.631004897,,,,372.4052291,54.58405923,483,0.631004897
372.4052291,54.24979535,484,0.635122267,,,,372.4052291,54.24979535,484,0.635122267
372.5429166,53.66483355,485,0.632960243,,,,372.5429166,53.66483355,485,0.632960243
372.4052291,53.24700369,486,0.63809119,,,,372.4052291,53.24700369,486,0.63809119
372.4052291,52.91273981,487,0.643581014,,,,372.4052291,52.91273981,487,0.643581014
372.4052291,52.57847592,488,0.643220537,,,,372.4052291,52.57847592,488,0.643220537
372.4052291,52.24421204,489,0.650659764,,,,372.4052291,52.24421204,489,0.650659764
372.5429166,50.99072247,490,0.656948577,,,,372.5429166,50.99072247,490,0.656948577
372.4052291,50.57289262,491,0.656776689,,,,372.4052291,50.57289262,491,0.656776689
372.4052291,50.23862873,492,0.663631371,,,,372.4052291,50.23862873,492,0.663631371
372.4052291,49.94614783,493,0.670839602,,,,372.4052291,49.94614783,493,0.670839602
371.9921667,49.65366693,494,0.671063351,,,,371.9921667,49.65366693,494,0.671063351
373.2313538,56.50607657,495,0.678443971,,,,373.2313538,56.50607657,495,0.678443971
373.2313538,56.17181269,496,0.686351245,,,,373.2313538,56.17181269,496,0.686351245
373.2313538,55.8375488,497,0.693994778,,,,373.2313538,55.8375488,497,0.693994778
373.2313538,51.82638218,498,0.696123116,,,,373.2313538,51.82638218,498,0.696123116
373.2313538,51.4921183,499,0.703922376,,,,373.2313538,51.4921183,499,0.703922376
374.0574786,57.84313211,500,0.712117465,,,,374.0574786,57.84313211,500,0.712117465
374.0574786,57.50886823,501,0.720525029,,,,374.0574786,57.50886823,501,0.720525029
374.0574786,57.17460434,502,0.728822254,,,,374.0574786,57.17460434,502,0.728822254
374.0574786,56.84034046,503,0.736341767,,,,374.0574786,56.84034046,503,0.736341767
374.0574786,55.50328492,504,0.729929132,,,,374.0574786,55.50328492,504,0.729929132
374.0574786,55.16902103,505,0.737749605,,,,374.0574786,55.16902103,505,0.737749605
374.0574786,54.83475715,506,0.745684268,,,,374.0574786,54.83475715,506,0.745684268
374.0574786,54.50049326,507,0.746282118,,,,374.0574786,54.50049326,507,0.746282118
374.0574786,54.16622938,508,0.753286824,,,,374.0574786,54.16622938,508,0.753286824
374.0574786,53.83196549,509,0.76056885,,,,374.0574786,53.83196549,509,0.76056885
374.0574786,53.49770161,510,0.760655124,,,,374.0574786,53.49770161,510,0.760655124
374.0574786,53.16343772,511,0.767109372,,,,374.0574786,53.16343772,511,0.767109372
374.0574786,52.82917384,512,0.773588484,,,,374.0574786,52.82917384,512,0.773588484
374.0574786,52.49490995,513,0.779732116,,,,374.0574786,52.49490995,513,0.779732116
374.0574786,52.16064607,514,0.778877605,,,,374.0574786,52.16064607,514,0.778877605
373.6444162,51.24142039,515,0.755628367,,,,373.6444162,51.24142039,515,0.755628367
373.6444162,50.57289262,516,0.790742954,,,,373.6444162,50.57289262,516,0.790742954
374.8836033,59.18018765,517,0.789698063,,,,374.8836033,59.18018765,517,0.789698063
374.8836033,58.84592376,518,0.794964261,,,,374.8836033,58.84592376,518,0.794964261
374.8836033,58.51165988,519,0.800103016,,,,374.8836033,58.51165988,519,0.800103016
374.8836033,58.177396,520,0.797674373,,,,374.8836033,58.177396,520,0.797674373
374.8836033,56.50607657,521,0.801645975,,,,374.8836033,56.50607657,521,0.801645975
374.8836033,56.17181269,522,0.805417231,,,,374.8836033,56.17181269,522,0.805417231
374.8836033,55.8375488,523,0.800736026,,,,374.8836033,55.8375488,523,0.800736026
374.4705409,51.90994815,524,0.803770202,,,,374.4705409,51.90994815,524,0.803770202
375.709728,60.51724319,525,0.806140677,,,,375.709728,60.51724319,525,0.806140677
