nm,発光,nm,励起光
716,83.37822669,,
716.5,83.32435652,,
717,83.27890981,,
717.5,83.23173232,,
718,83.18297151,,
718.5,83.13535826,,
719,83.09010616,,
719.5,83.03810038,,
720,82.98536401,,
720.5,82.97321756,,
721,82.97418337,,
721.5,82.93167265,,
722,82.87556284,,
722.5,82.82948037,,
723,82.78510104,,
723.5,82.73241199,,
724,82.679924,,
724.5,82.66814,,
725,82.6689694,,
725.5,82.62670091,,
726,82.56873824,,
726.5,82.52286141,,
727,82.48805625,,
727.5,82.41707332,,
728,82.31060789,,
728.5,82.28540394,,
729,82.28631413,,
729.5,82.19373734,,
730,82.10388297,,
730.5,82.0647204,,
731,82.02234613,,
731.5,81.96979551,,
732,81.92069272,,
732.5,81.88488419,,
733,81.82565041,,
733.5,81.71757383,,
734,81.67269138,,
734.5,81.68238518,,
735,81.60489912,,
735.5,81.50534207,,
736,81.46080112,,
736.5,81.42116897,,
737,81.36970559,,
737.5,81.31961159,,
738,81.27960762,,
738.5,81.23031189,,
739,81.13707038,,
739.5,81.04914422,,
740,81.0039912,,
740.5,80.96255817,,
741,80.91162016,,
741.5,80.86098947,,
742,80.82330694,,
742.5,80.77315607,,
743,80.66829874,,
743.5,80.60457941,,
744,80.61658962,,
744.5,80.55673659,,
745,80.45084929,,
745.5,80.39898135,,
746,80.36175584,,
746.5,80.31139142,,
747,80.26020009,,
747.5,80.21847377,,
748,80.1743425,,
748.5,80.08717391,,
749,79.99366471,,
749.5,79.94563446,,
750,79.8964192,,
750.5,79.84966194,,
751,79.85471778,,
751.5,79.83064294,,
752,79.72892326,,
752.5,79.6258967,,
753,79.53268178,,
753.5,79.43236438,,
754,79.35849092,,
754.5,79.31727097,,
755,79.27868906,,
755.5,79.21303735,,
756,79.11497509,,
756.5,79.01581581,,
757,78.92216546,,
757.5,78.82697245,,
758,78.7305819,,
758.5,78.63547436,,
759,78.54258223,,
759.5,78.44135434,,
760,78.34280655,,
760.5,78.28949161,,
761,78.2368302,,
761.5,78.13628168,,
762,78.06454661,,
762.5,78.0220599,,
763,77.93645776,,
763.5,77.83189561,,
764,77.73764927,,
764.5,77.64312384,,
765,77.54761133,,
765.5,77.45344848,,
766,77.35257679,,
766.5,77.25978638,,
767,77.2032829,,
767.5,77.16668947,,
768,77.11997137,,
768.5,77.03780469,,
769,76.93566035,,
769.5,76.83966346,,
770,76.74708425,,
770.5,76.65045047,,
771,76.54858437,,
771.5,76.46960494,,
772,76.42491679,,
772.5,76.38775456,,
773,76.32826025,,
773.5,76.23348115,,
774,76.13264869,,
774.5,76.03896243,,
775,75.94561989,,
775.5,75.84548752,,
776,75.74870355,,
776.5,75.68575151,,
777,75.64779635,,
777.5,75.60508537,,
778,75.52950585,,
778.5,75.42832245,,
779,75.33156067,,
779.5,75.2373066,,
780,75.14148197,,
780.5,75.04837164,,
781,74.94921753,,
781.5,74.84729104,,
782,74.78698828,,
782.5,74.74019768,,
783,74.64356062,,
783.5,74.56323721,,
784,74.5219447,,
784.5,74.44368055,,
785,74.33861346,,
785.5,74.24316614,,
786,74.14975853,,
786.5,74.05358432,,
787,73.9573578,,
787.5,73.86384403,,
788,73.76870122,,
788.5,73.66365052,,
789,73.58357894,,
789.5,73.54219656,,
790,73.46388967,,
790.5,73.36610815,,
791,73.31809996,,
791.5,73.25953359,,
792,73.15829624,,
792.5,73.05873964,,
793,72.96556885,,
793.5,72.86965019,,
794,72.77605889,,
794.5,72.6790134,,
795,72.57480356,,
795.5,72.50584841,,
796,72.46316738,,
796.5,72.37345946,,
797,72.28428586,,
797.5,72.24177473,,
798,72.17228087,,
798.5,72.06792528,,
799,71.97078475,,
799.5,71.87781423,,
800,71.78193766,,
800.5,71.68537653,,
801,71.5915502,,
801.5,71.49788916,,
802,71.39177883,,
802.5,71.30527002,,
803,71.26828553,,
803.5,71.17871576,,
804,71.02492661,,
804.5,70.92096346,,
805,70.82073486,,
805.5,70.67200288,,
806,70.55107208,,
806.5,70.46494777,,
807,70.37138639,,
807.5,70.2723325,,
808,70.17741743,,
808.5,70.08881331,,
809,69.98098187,,
809.5,69.83748147,,
810,69.68312892,,
810.5,69.54779843,,
811,69.44884516,,
811.5,69.35948681,,
812,69.26279138,,
812.5,69.16495042,,
813,69.073203,,
813.5,68.98104327,,
814,68.85784539,,
814.5,68.70584435,,
815,68.55421987,,
815.5,68.43921304,,
816,68.34787018,,
816.5,68.22016296,,
817,68.06221818,,
817.5,67.91385666,,
818,67.81910048,,
818.5,67.71319983,,
819,67.51836344,,
819.5,67.35444919,,
820,67.27307177,,
820.5,67.20252209,,
821,67.0654617,,
821.5,66.86363964,,
822,66.73201179,,
822.5,66.64739655,,
823,66.51162731,,
823.5,66.34926897,,
824,66.21037438,,
824.5,66.12429765,,
825,65.99887119,,
825.5,65.79748623,,
826,65.65441029,,
826.5,65.58182706,,
827,65.50305837,,
827.5,65.34627046,,
828,65.14842338,,
828.5,65.0314568,,
829,64.95225833,,
829.5,64.85452621,,
830,64.76260287,,
830.5,64.66128278,,
831,64.52207939,,
831.5,64.36714367,,
832,64.22715484,,
832.5,64.12364988,,
833,64.03497464,,
833.5,63.93918432,,
834,63.84022594,,
834.5,63.7481467,,
835,63.66044182,,
835.5,63.53345205,,
836,63.38725759,,
836.5,63.29031442,,
837,63.18368516,,
837.5,63.03422975,,
838,62.91845167,,
838.5,62.83169534,,
839,62.73495673,,
839.5,62.64505008,,
840,62.54734608,,
840.5,62.40423248,,
841,62.27258536,,
841.5,62.18223168,,
842,62.0699472,,
842.5,61.90410898,,
843,61.703205,,
843.5,61.55812999,,
844,61.47511632,,
844.5,61.3823423,,
845,61.28687964,,
845.5,61.19400451,,
846,61.06817201,,
846.5,60.91525465,,
847,60.76625145,,
847.5,60.65008412,,
848,60.55985276,,
848.5,60.46391392,,
849,60.37217944,,
849.5,60.2795233,,
850,60.14477687,,
850.5,60.0028845,,
851,59.90421676,,
851.5,59.82383606,,
852,59.72241299,,
852.5,59.576864,,
853,59.44923269,,
853.5,59.35986194,,
854,59.23536924,,
854.5,59.0828205,,
855,58.93936614,,
855.5,58.79814309,,
856,58.65440011,,
856.5,58.51106881,,
857,58.36807764,,
857.5,58.22489081,,
858,58.08170353,,
858.5,57.93855397,,
859,57.79539171,,
859.5,57.65222648,,
860,57.50906476,,
860.5,57.3659026,,
861,57.22273938,,
861.5,57.07957673,,
862,56.93641663,,
862.5,56.79325052,,
863,56.65008167,,
863.5,56.50694895,,
864,56.36376827,,
864.5,56.22048551,,
865,56.07763628,,
865.5,55.9345597,,
866,55.78963774,,
866.5,55.64912545,,
867,55.51039952,,
867.5,55.34193245,,
868,55.14374766,,
868.5,54.94520722,,
869,54.77349061,,
869.5,54.63373257,,
870,54.50105086,,
870.5,54.34455818,,
871,54.15272689,,
871.5,53.96137637,,
872,53.76912529,,
872.5,53.56181093,,
873,53.41867828,,
873.5,53.33336749,,
874,53.17227318,,
874.5,52.96548439,,
875,52.77787758,,
875.5,52.57426765,,
876,52.393941,,
876.5,52.30122213,,
877,52.17987394,,
877.5,51.9780619,,
878,51.77955311,,
878.5,51.59283305,,
879,51.40092239,,
879.5,51.21423612,,
880,51.01976332,,
880.5,50.80975921,,
881,50.67665016,,
881.5,50.59164257,,
882,50.3778367,,
882.5,50.14161777,,
883,50.00486421,,
883.5,49.8480093,,
884,49.64512048,,
884.5,49.45087998,,
885,49.26663113,,
885.5,49.07531416,,
886,48.86539915,,
886.5,48.70750599,,
887,48.62369558,,
887.5,48.47089307,,
888,48.27113586,,
888.5,48.1311254,,
889,47.96613549,,
889.5,47.76847179,,
890,47.65415327,,
890.5,47.56281712,,
891,47.41783862,,
891.5,47.26614379,,
892,47.12662117,,
892.5,46.98676701,,
893,46.83396926,,
893.5,46.69136147,,
894,46.60392153,,
894.5,46.48122527,,
895,46.27865908,,
895.5,46.14301541,,
896,46.05896523,,
896.5,45.92195394,,
897,45.76830938,,
897.5,45.6273976,,
898,45.48549913,,
898.5,45.34141792,,
899,45.19824254,,
899.5,45.05567508,,
900,44.91202216,,
900.5,44.76732501,,
901,44.62921236,,
901.5,44.48538935,,
902,44.30606477,,
902.5,44.10482201,,
903,43.9112293,,
903.5,43.74997681,,
904,43.61502786,,
904.5,43.47894369,,
905,43.31103922,,
905.5,43.11549103,,
906,42.92705424,,
906.5,42.7283973,,
907,42.52900842,,
907.5,42.41305141,,
908,42.31694826,,
908.5,42.13209759,,
909,41.92980782,,
909.5,41.74172058,,
910,41.53460884,,
910.5,41.37958811,,
911,41.29498137,,
911.5,41.14493018,,
912,40.93785164,,
912.5,40.74921258,,
913,40.54810206,,
913.5,40.3598667,,
914,40.26051776,,
914.5,40.14895204,,
915,39.95186461,,
915.5,39.75197504,,
916,39.56389007,,
916.5,39.36806122,,
917,39.19809444,,
917.5,39.06113623,,
918,38.92685645,,
918.5,38.76736262,,
919,38.57482487,,
919.5,38.37374565,,
920,38.19207824,,
920.5,38.04561881,,
921,37.91323202,,
921.5,37.76685568,,
922,37.58525871,,
922.5,37.38425934,,
923,37.1916958,,
923.5,37.03168955,,
924,36.89786306,,
924.5,36.76217379,,
925,36.58756892,,
925.5,36.39354491,,
926,36.24062583,,
926.5,36.10599132,,
927,35.96185562,,
927.5,35.81741901,,
928,35.67482733,,
928.5,35.53156838,,
929,35.3888067,,
929.5,35.2454583,,
930,35.09996712,,
930.5,34.96219579,,
931,34.82186168,,
931.5,34.63880868,,
932,34.44994165,,
932.5,34.30517761,,
933,34.16907204,,
933.5,34.02390369,,
934,33.88008964,,
934.5,33.7375416,,
935,33.59429994,,
935.5,33.4510489,,
936,33.30792791,,
936.5,33.16475801,,
937,33.0216252,,
937.5,32.87844595,,
938,32.73511792,,
938.5,32.59235813,,
939,32.44936399,,
939.5,32.30382869,,
940,32.16394498,,
940.5,32.02725251,,
941,31.85225437,,
941.5,31.65855095,,
942,31.50710537,,
942.5,31.37240687,,
943,31.22803577,,
943.5,31.08365605,,
944,30.94113522,,
944.5,30.79798525,,
945,30.65469542,,
945.5,30.51157138,,
946,30.36840739,,
946.5,30.2252647,,
947,30.08211383,,
947.5,29.93877374,,
948,29.79587352,,
948.5,29.65317377,,
949,29.50780474,,
949.5,29.36599688,,
950,29.2317025,,
950.5,29.06439994,,
951,28.86812494,,
951.5,28.71437317,,
952,28.57137649,,
952.5,28.38383323,,
953,28.17002781,,
953.5,27.99184476,,
954,27.8993159,,
954.5,27.7778297,,
955,27.57667154,,
955.5,27.38228081,,
956,27.18865164,,
956.5,26.98601468,,
957,26.86177342,,
957.5,26.77042537,,
958,26.5918711,,
958.5,26.38774934,,
959,26.20027652,,
959.5,25.9936675,,
960,25.83049678,,
960.5,25.7448189,,
961,25.60387055,,
961.5,25.39686763,,
962,25.20419193,,
962.5,25.01310218,,
963,24.8208531,,
963.5,24.66349586,,
964,24.53065571,,
964.5,24.39136687,,
965,24.220343,,
965.5,24.02219961,,
966,23.82412375,,
966.5,23.65353591,,
967,23.51442241,,
967.5,23.38070126,,
968,23.22441338,,
968.5,23.03382133,,
969,22.83240371,,
969.5,22.6480269,,
970,22.49893946,,
970.5,22.36702761,,
971,22.22290902,,
971.5,22.04115252,,
972,21.84592596,,
972.5,21.65802941,,
973,21.45184677,,
973.5,21.27456363,,
974,21.1831644,,
974.5,21.05965496,,
975,20.85679512,,
975.5,20.65477726,,
976,20.47580137,,
976.5,20.3270245,,
977,20.23409132,,
977.5,20.12857318,,
978,19.93205377,,
978.5,19.77490408,,
979,19.69173429,,
979.5,19.56645582,,
980,19.4109602,,
980.5,19.26797882,,
981,19.12998269,,
981.5,18.98314191,,
982,18.82919038,,
982.5,18.72225968,,
983,18.63036139,,
983.5,18.44332558,,
984,18.27305545,,
984.5,18.19115771,,
985,18.0325844,,
985.5,17.83796278,,
986,17.73902744,,
986.5,17.64025226,,
987,17.48802517,,
987.5,17.33075632,,
988,17.2097727,,
988.5,17.12057358,,
989,16.9896595,,
989.5,16.8471876,,
990,16.75531979,,
990.5,16.64016611,,
991,16.49092206,,
991.5,16.38246894,,
992,16.29689114,,
992.5,16.20103289,,
993,16.10153873,,
993.5,16.00935749,,
994,15.92203439,,
994.5,15.79629262,,
995,15.64949602,,
995.5,15.55152136,,
996,15.44619887,,
996.5,15.29689739,,
997,15.17998002,,
997.5,15.09298714,,
998,14.99579147,,
998.5,14.90779485,,
999,14.81037404,,
999.5,14.65777441,,
1000,14.54693212,,
1000.5,14.51152662,,
1001,14.40116215,,
1001.5,14.25033147,,
1002,14.15835123,,
1002.5,14.04369889,,
1003,13.89419764,,
1003.5,13.7868861,,
1004,13.70140849,,
1004.5,13.6052785,,
1005,13.50581323,,
1005.5,13.41400238,,
1006,13.32626737,,
1006.5,13.19908685,,
1007,13.05297774,,
1007.5,12.95610085,,
1008,12.84943781,,
1008.5,12.70004761,,
1009,12.58361066,,
1009.5,12.4978489,,
1010,12.40353743,,
1010.5,12.30403845,,
1011,12.20991455,,
1011.5,12.12344776,,
1012,12.00743643,,
1012.5,11.8589888,,
1013,11.74456761,,
1013.5,11.65798573,,
1014,11.56305028,,
1014.5,11.46567062,,
1015,11.37077088,,
1015.5,11.27563722,,
1016,11.17973563,,
1016.5,11.0841625,,
1017,10.99053107,,
1017.5,10.89275116,,
1018,10.79220839,,
1018.5,10.72090376,,
1019,10.67951459,,
1019.5,10.63753917,,
1020,10.57820186,,
1020.5,10.48303338,,
1021,10.33409402,,
1021.5,10.20812813,,
1022,10.16578321,,
1022.5,10.09459764,,
1023,9.994680416,,
1023.5,9.954437876,,
1024,9.87297119,,
1024.5,9.718126555,,
1025,9.632229963,,
1025.5,9.605207111,,
1026,9.562142806,,
1026.5,9.48904942,,
1027,9.386365326,,
1027.5,9.271859447,,
1028,9.22358698,,
1028.5,9.234220616,,
1029,9.165913385,,
1029.5,9.062789149,,
1030,9.014209277,,
1030.5,8.975471274,,
1031,8.924949111,,
1031.5,8.876266149,,
1032,8.82990519,,
1032.5,8.782237217,,
1033,8.731207749,,
1033.5,8.688265979,,
1034,8.648765491,,
1034.5,8.558235011,,
1035,8.466601389,,
1035.5,8.468427248,,
1036,8.441714186,,
1036.5,8.334917772,,
1037,8.265251292,,
1037.5,8.229883469,,
1038,8.182756909,,
1038.5,8.129828323,,
1039,8.084759644,,
1039.5,8.048458547,,
1040,7.969220115,,
1040.5,7.867146724,,
1041,7.854602222,,
1041.5,7.845724866,,
1042,7.745791944,,
1042.5,7.661552577,,
1043,7.626698262,,
1043.5,7.592515339,,
1044,7.509940148,,
1044.5,7.40874456,,
1045,7.397393935,,
1045.5,7.387509155,,
1046,7.287111626,,
1046.5,7.203535205,,
1047,7.168873112,,
1047.5,7.134256035,,
1048,7.05166418,,
1048.5,6.950966678,,
1049,6.937468989,,
1049.5,6.93167819,,
1050,6.837553998,,
1050.5,6.712955574,,
1051,6.634760366,,
1051.5,6.639192903,,
1052,6.610676047,,
1052.5,6.504130229,,
1053,6.401278114,,
1053.5,6.31032172,,
1054,6.214453876,,
1054.5,6.119760168,,
1055,6.023312937,,
1055.5,5.922005347,,
1056,5.845530807,,
1056.5,5.802387668,,
1057,5.764684773,,
1057.5,5.702502293,,
1058,5.606097397,,
1058.5,5.506197891,,
1059,5.41243183,,
1059.5,5.31737351,,
1060,5.221174944,,
1060.5,5.125822989,,
1061,5.032157606,,
1061.5,4.93357985,,
1062,4.834615123,,
1062.5,4.766293454,,
1063,4.727212221,,
1063.5,4.68821515,,
1064,4.613015737,,
1064.5,4.513335813,,
1065,4.449441144,,
1065.5,4.416422326,,
1066,4.374524741,,
1066.5,4.278292332,,
1067,4.192944065,,
1067.5,4.198982896,,
1068,4.164276204,,
1068.5,4.056415577,,
1069,3.991671065,,
1069.5,3.955867034,,
1070,3.907425781,,
1070.5,3.857431995,,
1071,3.81075036,,
1071.5,3.763877021,,
1072,3.713491605,,
1072.5,3.666169993,,
1073,3.630434832,,
1073.5,3.559093734,,
1074,3.452947128,,
1074.5,3.429188015,,
1075,3.429124581,,
1075.5,3.335478662,,
1076,3.246681505,,
1076.5,3.207828223,,
1077,3.164396177,,
1077.5,3.113414536,,
1078,3.065863759,,
1078.5,3.019288116,,
1079,2.970691576,,
1079.5,2.920941399,,
1080,2.880328577,,
1080.5,2.830994206,,
1081,2.737568725,,
1081.5,2.649950704,,
1082,2.605049158,,
1082.5,2.562789886,,
1083,2.512662599,,
1083.5,2.46452925,,
1084,2.418029784,,
1084.5,2.369992737,,
1085,2.31904464,,
1085.5,2.278034405,,
1086,2.235205178,,
1086.5,2.138258051,,
1087,2.056068158,,
1087.5,2.063549423,,
1088,2.025891376,,
1088.5,1.917160506,,
1089,1.846579896,,
1089.5,1.829727277,,
1090,1.8336154,,
1090.5,1.806187683,,
1091,1.747781077,,
1091.5,1.692445387,,
1092,1.675804641,,
1092.5,1.679107745,,
1093,1.643131781,,
1093.5,1.583028287,,
1094,1.533859351,,
1094.5,1.518128384,,
1095,1.526529432,,
1095.5,1.531932057,,
1096,1.508295637,,
1096.5,1.454401437,,
1097,1.395647957,,
1097.5,1.370868088,,
1098,1.376405415,,
1098.5,1.342628876,,
1099,1.292178409,,
1099.5,1.283866368,,
