250.9648929,34.44466017
250.9648929,34.11039629
252.6171424,34.44466017
252.6171424,34.11039629
254.2693919,34.44466017
254.2693919,34.11039629
255.9216414,34.44466017
255.9216414,34.11039629
257.5738908,34.44466017
257.5738908,34.11039629
259.2261403,34.44466017
259.2261403,34.11039629
260.8783898,34.44466017
260.8783898,34.11039629
262.5306392,34.44466017
262.5306392,34.11039629
264.1828887,34.44466017
264.1828887,34.11039629
265.8351382,34.44466017
265.8351382,34.11039629
267.4873877,34.44466017
267.4873877,34.11039629
269.1396371,34.44466017
269.1396371,34.11039629
270.7918866,34.44466017
270.7918866,34.11039629
272.4441361,34.44466017
272.4441361,34.11039629
274.0963855,34.44466017
274.0963855,34.11039629
275.748635,34.44466017
275.748635,34.15217927
277.4008845,34.44466017
277.4008845,34.19396226
279.053134,34.44466017
279.053134,34.19396226
280.7053834,34.44466017
280.7053834,34.19396226
282.3576329,34.44466017
282.3576329,34.19396226
284.0098824,34.44466017
284.0098824,34.19396226
285.6621318,34.44466017
285.6621318,34.19396226
287.3143813,34.44466017
287.3143813,34.19396226
288.9666308,34.44466017
288.9666308,34.19396226
290.6188803,34.44466017
290.6188803,34.19396226
292.2711297,34.44466017
292.2711297,34.19396226
293.9233792,34.44466017
293.9233792,34.19396226
295.5756287,34.44466017
295.5756287,34.19396226
297.2278781,34.44466017
297.2278781,34.19396226
298.8801276,34.52822614
298.8801276,34.23574525
300.5323771,34.44466017
300.5323771,34.19396226
302.1846266,34.44466017
302.1846266,34.19396226
303.836876,34.44466017
303.836876,34.19396226
305.4891255,34.61179212
305.4891255,34.27752823
307.141375,34.61179212
307.141375,34.27752823
308.7936244,34.61179212
308.7936244,34.27752823
310.4458739,34.61179212
310.4458739,34.27752823
312.0981234,34.61179212
312.0981234,34.27752823
313.7503729,34.61179212
313.7503729,34.27752823
315.4026223,34.61179212
315.4026223,34.27752823
317.0548718,34.61179212
317.0548718,34.27752823
318.7071213,34.61179212
318.7071213,34.27752823
320.3593707,34.61179212
320.3593707,34.27752823
322.0116202,34.61179212
322.0116202,34.27752823
323.6638697,34.61179212
323.6638697,34.27752823
325.3161192,34.61179212
325.3161192,34.27752823
326.9683686,34.61179212
326.9683686,34.27752823
328.6206181,34.61179212
328.6206181,34.27752823
330.2728676,34.61179212
330.2728676,34.27752823
331.925117,34.61179212
331.925117,34.27752823
333.5773665,34.61179212
333.5773665,34.27752823
335.229616,34.61179212
335.229616,34.27752823
336.8818655,34.61179212
336.8818655,34.27752823
338.5341149,34.61179212
338.5341149,34.27752823
340.1863644,34.61179212
340.1863644,34.27752823
341.8386139,34.61179212
341.8386139,34.27752823
343.4908633,34.61179212
343.4908633,34.27752823
345.1431128,34.61179212
345.1431128,34.27752823
346.7953623,34.61179212
346.7953623,34.27752823
348.4476118,34.61179212
348.4476118,34.27752823
350.0998612,34.61179212
350.0998612,34.27752823
351.7521107,34.61179212
351.7521107,34.27752823
353.4043602,34.61179212
353.4043602,34.27752823
355.0566096,34.61179212
355.0566096,34.27752823
356.7088591,34.61179212
356.7088591,34.27752823
358.498796,34.77892406
358.3611086,34.3610942
357.9480462,34.19396226
359.3249208,35.94884766
359.1872333,35.5310178
359.1872333,35.19675391
360.0133581,37.11877125
360.0133581,36.78450737
360.0133581,36.45024348
360.0133581,34.77892406
360.0133581,34.44466017
360.0133581,34.19396226
360.9771703,38.45582679
360.8394828,38.03799694
360.8394828,37.70373305
360.8394828,37.36946917
360.9771703,36.1159796
360.8394828,35.69814974
360.8394828,35.36388586
360.8394828,35.02962197
361.803295,39.62575039
361.6656075,39.20792053
361.6656075,38.87365665
361.803295,36.95163931
361.6656075,36.53380945
361.803295,34.63964744
361.2525452,34.3610942
362.6294197,40.79567399
362.4917323,40.37784413
362.4917323,40.04358024
362.6294197,38.45582679
362.4917323,38.03799694
362.4917323,37.70373305
362.4917323,37.36946917
362.6294197,36.1159796
362.4917323,35.69814974
362.4917323,35.40566884
362.0786699,35.11318794
363.4555445,41.96559758
363.317857,41.54776773
363.317857,41.21350384
363.4555445,39.62575039
