,em,inte_em,ex,inte_ex
0,566.586589,0.15323115134765714,155.0,27.202312908420744
1,567.013043,0.15366109879470077,160.0,16.856726096578658
2,567.439491,0.15366109879470077,165.0,9.422845568222499
3,567.865931,0.15294585390925977,170.0,4.875932952209648
4,568.292365,0.14816629597459538,175.0,2.4045696750622922
5,568.71879,0.14392267045413187,180.0,1.6277848211841444
6,569.145209,0.14338673803993104,185.0,2.7063778030022094
7,569.571621,0.14392267045413187,190.0,4.962517251208805
8,569.998025,0.12426850630127356,195.0,7.485831107755654
9,570.424422,0.15294585390925977,200.0,9.749392067305033
10,570.850812,0.13912524810566082,205.0,10.690815778960976
11,571.277195,0.11904565182775148,210.0,11.090120855190817
12,571.703571,0.14816629597459538,215.0,12.49899278637959
13,572.129939,0.1342650959116366,220.0,14.288487693739654
14,572.5563,0.11023770594380844,225.0,17.262429470503157
15,572.982654,0.12940948089055773,230.0,21.15341479420292
16,573.409,0.13395232349413913,235.0,24.861166319265873
17,573.83534,0.1285693039739716,240.0,28.959485830181183
18,574.261672,0.14761660826641185,245.0,33.38136995921136
19,574.687996,0.16220296792815955,250.0,34.212051892375456
20,575.114314,0.16759657178649998,255.0,35.88284772329284
21,575.540624,0.14365420438842855,260.0,34.05826580698107
22,575.966927,0.1340772574292,265.0,32.068276106901315
23,576.393223,0.11965603692146864,270.0,32.0444413149056
24,576.819511,0.12922851987518613,275.0,32.50400333911739
25,577.245792,0.1435872443057624,280.0,32.63109603710574
26,577.672066,0.09089621951388012,285.0,34.340163643991424
27,578.098332,0.15308836970758757,290.0,32.91963962182417
28,578.524592,0.16712894101194112,295.0,32.55764654483997
29,578.950843,0.1616023192100117,300.0,31.032442055154824
30,579.377088,0.14734329104442243,305.0,32.09953817512886
31,579.803325,0.18648956458416086,310.0,31.970021162814465
32,580.229555,0.12910816009672674,315.0,33.39561834158613
33,580.655777,0.13758253349480382,320.0,33.983295171381236
34,581.081992,0.11428382575464141,325.0,34.4024766484809
35,581.5082,0.14761660826641185,330.0,35.020515147010435
36,581.934401,0.14816629597459538,335.0,34.78914916166982
37,582.360594,0.16728452771325286,340.0,35.04822538403802
38,582.786779,0.15266161687356192,345.0,35.17063398776495
39,583.212957,0.15266161687356192,350.0,34.305650172578304
40,583.639128,0.1383495902916655,355.0,32.858133015469996
41,584.065292,0.12403756370976905,360.0,30.893023902712937
42,584.491448,0.12880823923706788,365.0,28.514614294528144
43,584.917597,0.11449621265517144,370.0,25.19525602410929
44,585.343738,0.11926688818247026,375.0,22.07259300272031
45,585.769872,0.10495486160057382,380.0,19.125929240724606
46,586.195998,0.1047601736084213,385.0,17.796537156023817
47,586.622117,0.09523652146220118,390.0,16.305207529484566
48,587.048229,0.0955022520068235,395.0,15.205253968345659
49,587.474333,0.12892804020921173,400.0,13.823403762832116
50,587.90043,0.10505247720750585,405.0,12.879738532441104
51,588.326519,0.09488450585848539,410.0,11.948207544367792
52,588.752601,0.1285693039739716,415.0,11.0291094292611
53,589.178675,0.1380929561201917,420.0,10.387664236877255
54,589.604742,0.12289560782169842,425.0,9.6920463292119
55,590.030801,0.11816885367471003,430.0,9.668406918208378
56,590.456853,0.11860563232310672,435.0,9.549395597181482
57,590.882898,0.10911718173725819,440.0,10.077635992490299
58,591.308935,0.13210586870364305,445.0,10.959245470683845
59,591.734964,0.1420642081625118,450.0,12.921564051906078
60,592.160986,0.14679968176792885,455.0,14.000546962936717
61,592.587,0.13308426287883315,460.0,15.815923104513097
62,593.013007,0.12357824410177365,465.0,16.868296752831863
63,593.439007,0.15097813566130636,470.0,18.06724369099901
64,593.864999,0.13732873455709474,475.0,20.08682754750424
65,594.290983,0.1331458939318249,480.0,20.63936831278713
66,594.71696,0.09985942044886868,485.0,20.744573456012052
67,595.142929,0.13682393544305888,490.0,19.955957342175683
68,595.568891,0.15569620240072218,495.0,19.85124299483992
69,595.994845,0.16175206395298025,,
70,596.420792,0.10942051385054545,,
71,596.846731,0.13234911611567524,,
72,597.272662,0.15598288685061723,,
73,597.698586,0.13758253349480382,,
74,598.124503,0.16130365995942514,,
75,598.550411,0.11773528018348248,,
76,598.976312,0.1567042381896503,,
77,599.402206,0.15195562491117603,,
78,599.828092,0.1420642081625118,,
79,600.25397,0.159826770754439,,
80,600.679841,0.13210586870364305,,
81,601.105704,0.11365136653000946,,
82,601.53156,0.1325932609516777,,
83,601.957408,0.13210586870364305,,
84,602.383248,0.12773996618503752,,
85,602.80908,0.10408441689151204,,
86,603.234905,0.14167219342725815,,
87,603.660722,0.10811810962800285,,
88,604.086532,0.15042519600417786,,
89,604.512334,0.14180262440965202,,
90,604.938128,0.13707587026266363,,
91,605.363915,0.1742482146715541,,
92,605.789694,0.14180262440965202,,
93,606.215465,0.14180262440965202,,
94,606.641228,0.14599174742751828,,
95,607.066984,0.1370127996147758,,
96,607.492732,0.12738780196422722,,
97,607.918473,0.13210586870364305,,
98,608.344205,0.13682393544305888,,
99,608.76993,0.1651323358795538,,
100,609.195648,0.12738780196422722,,
101,609.621357,0.14626006892189053,,
102,610.047059,0.12266973522481141,,
103,610.472753,0.16041426914013798,,
104,610.898439,0.13198457999944035,,
105,611.324118,0.1461257849993804,,
106,611.749788,0.17797809639906093,,
107,612.175451,0.1592435599360019,,
108,612.601106,0.1554105698421969,,
109,613.026754,0.16482939225687548,,
110,613.452393,0.1554105698421969,,
111,613.878025,0.15070115863485758,,
112,614.303649,0.13180306396585037,,
113,614.729265,0.14592482081933436,,
114,615.154874,0.12238855939686108,,
115,615.580474,0.14585795552901135,,
116,616.006067,0.15997324154794795,,
117,616.431652,0.1596805679316007,,
118,616.857229,0.1402531303578184,,
119,617.282799,0.1776539651199033,,
