,wave,Raw data,fit sum,fit 1,resi
748,1.814587731842777,0.012714297100630292,0.01244499029920349,0.01244499029920349,0.7381382791751823
749,1.8134685496043215,0.012720733016953457,0.012370394174001889,0.012370394174001889,0.9602375777159222
750,1.8123507762074023,0.012638979975716757,0.012296233770497699,0.012296233770497699,0.9394270503895297
751,1.8112344063490078,0.012616672978924486,0.012222508646896349,0.012222508646896349,1.080358090527339
752,1.8101194426729237,0.01250548354147334,0.012149218845270333,0.012149218845270333,0.9764796447505719
753,1.8090058772470994,0.01208756203820116,0.01207636367101186,0.01207636367101186,0.030693407826642982
754,1.807893712715591,0.011962392730101721,0.01200394308386739,0.01200394308386739,-0.113884634421485
755,1.8067829411726017,0.01218809429281823,0.011931956316416371,0.011931956316416371,0.7020440780960757
756,1.805673565262424,0.012407197225636367,0.011860403248679699,0.011860403248679699,1.4986980019658036
757,1.8045655771053835,0.012298495998183832,0.011789283042992423,0.011789283042992423,1.395692839866347
758,1.8034589793459748,0.01244004409807921,0.011718595502216433,0.011718595502216433,1.9774057775077902
759,1.8023537641305154,0.012133326279149866,0.011648339720973526,0.011648339720973526,1.3292911340476443
760,1.801249934103668,0.012220115472443812,0.011578515427498173,0.011578515427498173,1.758550287574584
761,1.8001474814376124,0.01196691620713175,0.011509121651192021,0.011509121651192021,1.2547610529954067
762,1.7990464061670102,0.012147401693671908,0.011440157885084389,0.011440157885084389,1.9384721257030169
763,1.7979467083201814,0.012260597311178607,0.011371623585032112,0.011371623585032112,2.4365724629798358
764,1.7968483801078567,0.011959998727529429,0.011303517687196153,0.011303517687196153,1.7993373463107476
765,1.795751424174974,0.011991605901168864,0.011235839744081988,0.011235839744081988,2.071466177962739
766,1.794655832757806,0.011922168819216998,0.011168588632692326,0.011168588632692326,2.0654746896655087
767,1.7935616085013433,0.011922587756684226,0.011101763839479684,0.011101763839479684,2.2497818493302013
768,1.792468746258357,0.012163064702144115,0.011035364341665058,0.011035364341665058,3.0908940995888368
769,1.7913772409006061,0.012053993511068582,0.010969389090947693,0.010969389090947693,2.9727731940384414
770,1.7902870950730994,0.012053993511068582,0.010903837479123444,0.010903837479123444,3.1524424548694308
771,1.7891983036570482,0.011957501917349993,0.01083870839953554,0.01083870839953554,3.066481491060186
772,1.788110864131022,0.011992314848460464,0.010774000874725602,0.010774000874725602,3.3392553596985786
773,1.7870247739798448,0.011751269410534759,0.010709713899974209,0.010709713899974209,2.854781194375283
774,1.7859400306945767,0.01153842305684022,0.010645846443858194,0.010645846443858194,2.4464475521894347
775,1.784856631772494,0.011459285263542772,0.010582397448802818,0.010582397448802818,2.4034464008060477
776,1.783774574717069,0.011561225387852677,0.010519365831628744,0.010519365831628744,2.855614547790686
777,1.7826938570379531,0.01165655091803404,0.010456750484094116,0.010456750484094116,3.2885119238355576
778,1.7816144788107533,0.011451900803287047,0.010394550420541231,0.010394550420541231,2.898073081965408
779,1.7805364324347248,0.011575191985926974,0.010332764189010524,0.010332764189010524,3.4053485138754946
780,1.7794597205544491,0.011464889519487735,0.01027139090252066,0.01027139090252066,3.271239384444158
781,1.7783843381443156,0.01143677257082725,0.010210429210793194,0.010210429210793194,3.3612629634958866
782,1.7773102827445961,0.01130150494381411,0.010149877888229318,0.010149877888229318,3.1564743577112697
