0,1,2
1,1584.3788339104935,3531.612065604797
2,600.5037914896388,-435.57475551735604
3,423.21542806567646,-1011.8192520842653
4,604.1138516066678,-804.8901306141813
5,992.7789775486345,-472.8585461755887
6,765.7063299477561,2231.417597904837
7,979.4383922593245,788.4047696932662
8,738.4626768587545,-706.9550312726583
9,601.9877113985148,-814.2015579849198
10,877.9061240763939,-586.8850665000466
11,1235.2399136498864,-209.90642698558162
12,905.2941565422983,10967.604486960217
13,1412.9315831910694,234.72722946806377
14,909.5007083878332,-367.78892767918705
15,1773.9667955860723,1289.9033329835343
16,963.4532299254847,-466.24399378469695
17,818.5826435179582,-593.2949596222091
18,1341.9147413688847,-157.56300289056597
19,1057.1441559676682,442.4241101423242
20,1524.7394898055998,828.2889777833872
21,1373.1415972194175,-68.99817611813569
22,1126.643067755373,-321.8008219502975
23,1505.029946279636,10.865942077582098
24,1142.0082478325376,-239.5880712881263
25,1260.6093741276898,-1.808611073979705
26,985.1846995093944,8865.964970245966
27,857.0433171205142,-547.4711526078036
28,954.6958958261142,-454.08602467653
29,1343.7631625037784,-115.6588939262486
30,992.8941541739163,1908.975312955974
31,987.77450175983,-420.7140012596969
32,967.6935469734825,-448.9901180651668
33,1043.902595975157,-393.62623619512317
34,1047.1217670497683,3621.9907479354824
35,1456.795276283656,26.732811172450113
36,1094.6859138887194,748.3845135496886
37,1338.5291936858,1020.6946741280476
38,1295.1017005880499,-106.55279559447364
39,806.1598121618874,510.21966891827975
40,1024.3434680377654,467.651148996158
41,891.538044461521,-498.6926234621868
42,1014.7786250581992,-395.8806483252003
43,1757.7522251333696,282.57046057671914
44,1054.9295425070663,-2.8039077097966043
45,1425.1218132160136,-47.48270242873055
46,1058.7306150047948,-373.13225114801816
47,1595.836335259561,2039.0613495835348
48,1621.0078641839368,148.07109646072487
49,702.6673666361216,-300.90539858224025
50,939.9140783647857,-509.25548872668196
51,1741.2007227991921,286.6208616536044
52,1422.5606046434068,2508.332801972961
53,1835.0741210495848,890.9269015471723
54,1319.2814469812101,2728.6947679589
55,1836.049932846106,1030.5933415983461
56,1372.8047737336258,7.1593122542842735
57,1545.8724465306645,132.86298571186603
58,2044.5843209451455,636.5891409972817
59,1536.6818608775102,128.30771293854704
60,1583.451297304243,143.45738690448314
61,1702.9946967261685,2867.0140855248214
62,1782.684701573683,768.6199600859893
63,2133.583610149239,663.4006350158136
64,1297.0732483672193,-136.22642530365357
65,1401.4012926305782,686.6437451631654
66,1767.5286526267046,352.59826388139123
67,1964.7851512820857,567.4146886419304
68,1341.7908450585976,-190.98664651430414
69,1292.4266218796938,-79.90859688351773
70,1820.0458890980826,1982.2750291397056
71,815.9519803289396,-253.62941746608027
72,1715.9431473804837,2681.200462890801
73,1472.476845030673,1168.5723148509708
74,2108.910952993934,647.4697275294297
75,1662.9043908829976,521.9315051730445
76,894.5485052223838,-450.806871967584
77,637.5797590213953,3684.3911895519745
78,1302.6456192484982,18.117805688728083
79,1342.9686030851499,-96.12902410456654
80,1339.140506107408,-122.77717117845083
81,1198.3210838465566,290.72768915616007
82,1206.259650460465,-167.16899981742014
83,562.4402222361168,514.0656399716779
84,1644.4183217963414,1791.310936093727
85,1359.1137720526526,-29.825242967089338
86,1188.093263597895,-293.7147702957067
87,944.7583117382333,-472.34389726247747
88,963.175553810083,706.459911499443
89,1165.6124776518673,-287.37893117651754
90,1329.3453032547127,1387.9880791468936
91,1431.2041965208355,-51.27647985932899
92,1065.6355341871322,-418.82225309632054
93,587.3631674485769,-849.2738664413398
94,598.4347865377957,-853.956920881989
95,962.5364084240849,531.33495503596
96,1452.000725701187,2590.9258194704043
97,914.3941527717602,-587.6301072827258
98,1298.4016054655558,976.2720104580387
