,wave,Raw data,fit sum,fit 1,fit 2,resi
539,2.0841124454364657,0.033608310518472524,0.03277882689367703,0.018970549929023136,0.015269092312465543,2.2735170896786783
540,2.0826286616495806,0.03319346455770356,0.03267058035887906,0.01896249994363995,0.01516889576305075,1.4331641112789173
541,2.081147020555155,0.033345790287591964,0.032561180577234415,0.018954059090976454,0.0150679368340696,2.150522966219537
542,2.079667521004147,0.03379692948908776,0.0324506644489744,0.01894522969324953,0.014966250103536515,3.689954188895894
543,2.078190158358107,0.03359226822647336,0.03233906843761418,0.018936014069066084,0.014863869716359735,3.4348732772820356
544,2.07671492451395,0.03264289821669786,0.03222642854218593,0.01892641452845792,0.014760829361539654,1.1414944117422943
545,2.0752418183478345,0.03330706685847808,0.03211278107904204,0.018916433439992757,0.014657162986860928,3.2733969042215705
546,2.073770838729458,0.03336141983369891,0.03199816214818512,0.01890607318958588,0.014552904306410888,3.7365290320415356
547,2.0723019706690957,0.032799152564501236,0.03188260652395177,0.018895336076952086,0.014448085794811332,2.512144934965166
548,2.070835219999213,0.03250892941418338,0.03176615035738451,0.018884224564118736,0.01434274114107742,2.0358700630214277
549,2.069370578692757,0.03243874330621078,0.03164882844795089,0.018872741026147104,0.014236902769615428,2.1650637528712546
550,2.067908038755358,0.03227187031214971,0.03153067530922019,0.01886088784679836,0.014130602810233475,2.0315283576094245
551,2.0664476025563197,0.03220407861311761,0.031411726002546665,0.018848667506016444,0.014023873844341868,2.1717453453390267
552,2.0649892586835943,0.03182458920813315,0.031292014169301455,0.01883608238160592,0.013916747135507184,1.4597255643457263
553,2.0635330060789654,0.031858721301453286,0.031171573979798573,0.01882313494854262,0.013809254379067593,1.8833900178488627
554,2.0620788402485455,0.03160326295417742,0.031050439001675038,0.01880982766412113,0.013701426685365552,1.515225455966962
555,2.0606267532869738,0.031800678009391375,0.0309286421811839,0.018796162963324498,0.013593294565671042,2.390147676189036
556,2.059176747579548,0.031453311987906525,0.030806216984615064,0.01878214338829388,0.013484888944132824,1.773611322335078
557,2.0577288118269594,0.03143642084957831,0.030683195373156665,0.01876777136014402,0.01337623936082429,2.064502470977869
558,2.0562829484207406,0.03185075870180567,0.030559610104822218,0.018753049443260814,0.013267376009373048,3.538886498549343
559,2.0548391461062234,0.03139041572217369,0.030435492403522415,0.018737980073629777,0.013158327677704282,2.617332542063877
560,2.0533974038807203,0.03051342860132361,0.030310873989132108,0.01872256579962633,0.013049123537317424,0.5551783768174556
561,2.051957717339419,0.03064122591990926,0.03018578590423068,0.01870680914350724,0.01293979210853508,1.2483075349728256
562,2.050520082090058,0.03093978208127079,0.030060258797674693,0.018690712635395533,0.012830361510090807,2.4106699110775565
563,2.0490844937528796,0.030810485590558538,0.02993432291755246,0.0186742788129359,0.0127208594524282,2.4014588725714603
564,2.0476509479605842,0.030967401909339606,0.0298080081045298,0.018657510220953036,0.012611313231388404,3.177762104167603
565,2.0462194403582896,0.030134359950414514,0.029681343785583104,0.018640409411112856,0.012501749722281897,1.2416640447830751
566,2.044789963231576,0.03071052563644962,0.029554358668008752,0.01862297890005448,0.01239219511576592,3.168917725073084
567,2.043362518998781,0.03058135470906257,0.029427081933679784,0.01860522133441551,0.012282675947075916,3.1637259646091542
568,2.0419370966028736,0.03011805772229881,0.0292995411339658,0.01858713920055956,0.012173217281217884,2.2434577321757243
569,2.04051369846789,0.029899391677336008,0.029171764588206396,0.018568735159562,0.012063844776456044,1.9943403011206895
570,2.0390923135800225,0.029901889524230937,0.029043778971036435,0.018550011705436537,0.011954582613411542,2.351980134631737
571,2.037672941020436,0.029483042078498577,0.028915611418374027,0.01853097146702949,0.011845455299156182,1.5552607241871463
572,2.0362555798637216,0.0291780448639589,0.028787288620791922,0.018511617080734576,0.011736486887868991,1.071016919662271
573,2.034840219160431,0.028849723362704305,0.028658835909371565,0.018491951049730514,0.01162770020745269,0.5232000661426262
574,2.033426858013905,0.028323139925955348,0.02853027907049237,0.018471976017832528,0.011519118400471484,-0.5677440409537327
575,2.0320154921909905,0.028707347341913058,0.028401643131686364,0.018451694587149375,0.011410763892348635,0.8378992972989385
576,2.0306061174704753,0.028813411814032585,0.02827295266208617,0.01843110936309942,0.011302658646798395,1.4813349914247764
577,2.0291987329637293,0.02879753794679604,0.028144232074370522,0.018410223003776715,0.011194824418405446,1.790634584393458
578,2.0277933278273292,0.02843029522693009,0.028015504407304416,0.01838903802167809,0.01108728173343797,1.1368928678891055
579,2.0263899012009254,0.02830090457191948,0.027886793147995588,0.018367557079305322,0.010980051416501912,1.1350307241499324
580,2.0249884489106487,0.028535436770854253,0.027758121015153767,0.01834578279231676,0.010873153570648653,2.1305310940855082
581,2.0235889667943625,0.027933114494398014,0.027629510262223003,0.018323717778196667,0.010766607831837981,0.8321435043625369
582,2.02219145399941,0.02848137176697397,0.02750098298030457,0.018301364709090745,0.010660433619025467,2.6871303958191706
583,2.020795899786867,0.02810228181651525,0.02737255988414641,0.018278726099702276,0.010554649132255777,2.0000820201398706
584,2.0194023033318955,0.027959102255657488,0.02724426213333201,0.018255804623725613,0.010449272857418038,1.9592927285281392
585,2.0180106605188772,0.027505620547818237,0.02711611011839165,0.01823260290310557,0.01034432256309772,1.06760229067544
586,2.016620970523367,0.02731018292760142,0.026988124067089957,0.018209123615982283,0.01023981579891932,0.8827254708443255
587,2.0152332226889578,0.027259230684392143,0.02686032283668553,0.018185369273965836,0.01013576891053134,1.0933595092869064
588,2.013847416218661,0.026965596988222908,0.02673272572866568,0.018161342554570387,0.01003219852190694,0.6382727427909018
589,2.0124635503088655,0.02710195896175836,0.026605351581242803,0.018137046137502607,0.009929120791551841,1.36114244177038
590,2.011081614364432,0.026669556842766316,0.026478217870631884,0.018112482529350497,0.009826550689093033,0.5244376260910899
591,2.0097016108661157,0.026003870213939833,0.026351342817300647,0.018087654466581855,0.009724503698530434,-0.9523815519935308
592,2.0083235325120428,0.026175765631522935,0.02622474328479121,0.018062564510766023,0.00962299412183683,-0.13424198909922636
593,2.006947372029469,0.025901911007287785,0.026098435685719717,0.01803721521957612,0.009522035813955243,-0.5386510373472042
594,2.0055731319060754,0.02594351306650158,0.025972436876405408,0.018011609328953827,0.009421642895263229,-0.07927676225216729
595,2.004200804887043,0.025681543627668106,0.02584676236949897,0.017985749393604193,0.009321828323706422,-0.4528451458945759
