,wave,Raw data,fit sum,fit 1,fit 2,fit 3,resi
0,2.188544565074413,0.15308850262845847,0.23435117369258263,0.23435111305891979,0.23435111305891979,0.23435117369258263,-0.2572561053302579
1,2.186898547235006,0.15323115134765714,0.2343511794312088,0.23435111305891979,0.23435111305891979,0.2343511794312088,-0.25680453541316983
2,2.185255026601594,0.15366109879470077,0.23435118568819263,0.23435111305891979,0.23435111305891979,0.23435118568819263,-0.2554434554163216
3,2.1836140051867274,0.15366109879470077,0.23435119250799777,0.23435111305891979,0.23435111305891979,0.23435119250799777,-0.2554434770060193
4,2.18197546961589,0.15294585390925977,0.2343511999387595,0.23435111305891979,0.23435111305891979,0.2343511999387595,-0.25770777650276566
5,2.180339425746774,0.14816629597459538,0.2343512080324118,0.23435111305891979,0.23435111305891979,0.2343512080324118,-0.2728386173367238
6,2.1787058564170394,0.14392267045413187,0.23435121684517757,0.23435111305891979,0.23435111305891979,0.23435121684517757,-0.286272840291946
7,2.177074759839553,0.14338673803993104,0.23435122643770226,0.23435111305891979,0.23435111305891979,0.23435122643770226,-0.2879694908145986
8,2.1754461342212545,0.14392267045413187,0.23435123687545678,0.23435111305891979,0.23435111305891979,0.23435123687545678,-0.2862729037025078
9,2.1738199701414604,0.12426850630127356,0.23435124822915246,0.23435111305891979,0.23435111305891979,0.23435124822915246,-0.3484928206469511
10,2.1721962620244115,0.15294585390925977,0.23435126057505873,0.23435111305891979,0.23435111305891979,0.23435126057505873,-0.2577079684612378
11,2.170575004311173,0.13912524810566082,0.2343512739954377,0.23435111305891979,0.23435111305891979,0.2343512739954377,-0.30146039043131384
12,2.168956191459577,0.11904565182775148,0.23435128857898516,0.23435111305891979,0.23435111305891979,0.23435128857898516,-0.36502712309125007
13,2.1673398217323494,0.14816629597459538,0.23435130442126284,0.23435111305891979,0.23435111305891979,0.23435130442126287,-0.27283892247831093
14,2.165725885821185,0.1342650959116366,0.23435132162531153,0.23435111305891979,0.23435111305891979,0.23435132162531153,-0.31684649651729513
15,2.164114378233865,0.11023770594380844,0.23435134030208407,0.23435111305891979,0.23435111305891979,0.2343513403020841,-0.39291091192656685
16,2.1625052972660006,0.12940948089055773,0.23435136057100248,0.23435111305891979,0.23435111305891979,0.23435136057100248,-0.3322182116229545
17,2.1608986299101063,0.13395232349413913,0.23435138256076288,0.23435111305891979,0.23435111305891976,0.23435138256076288,-0.3178368441017785
18,2.1592943782603693,0.1285693039739716,0.23435140640964497,0.23435111305891979,0.23435111305891976,0.234351406409645,-0.3348781344483981
19,2.157692536873521,0.14761660826641185,0.23435143226649519,0.23435111305891979,0.23435111305891976,0.2343514322664952,-0.27457949297728146
20,2.1560930928246727,0.16220296792815955,0.23435146029151285,0.23435111305891979,0.23435111305891976,0.23435146029151288,-0.22840302820221073
21,2.1544960482233484,0.16759657178649998,0.23435149065665192,0.23435111305891979,0.23435111305891973,0.23435149065665198,-0.21132840226998403
